year,total_pr,scenario,model
1977,32.97,ssp126,EC-Earth3
1978,29.03,ssp126,EC-Earth3
1979,32.44,ssp126,EC-Earth3
1980,30.55,ssp126,EC-Earth3
1981,33.78,ssp126,EC-Earth3
1982,28.78,ssp126,EC-Earth3
1983,31.04,ssp126,EC-Earth3
1984,30.22,ssp126,EC-Earth3
1985,29.23,ssp126,EC-Earth3
1986,31.42,ssp126,EC-Earth3
1987,32.38,ssp126,EC-Earth3
1988,28.97,ssp126,EC-Earth3
1989,31.2,ssp126,EC-Earth3
1990,29.1,ssp126,EC-Earth3
1991,35.86,ssp126,EC-Earth3
1992,31.2,ssp126,EC-Earth3
1993,33.62,ssp126,EC-Earth3
1994,33.23,ssp126,EC-Earth3
1995,30.35,ssp126,EC-Earth3
1996,29.74,ssp126,EC-Earth3
1997,30.8,ssp126,EC-Earth3
1998,29.69,ssp126,EC-Earth3
1999,28.53,ssp126,EC-Earth3
2000,30.73,ssp126,EC-Earth3
2001,33.61,ssp126,EC-Earth3
2002,30.45,ssp126,EC-Earth3
2003,28.05,ssp126,EC-Earth3
2004,29.74,ssp126,EC-Earth3
2005,28.89,ssp126,EC-Earth3
2006,29.57,ssp126,EC-Earth3
2007,32.94,ssp126,EC-Earth3
2008,29.31,ssp126,EC-Earth3
2009,33.34,ssp126,EC-Earth3
2010,30.37,ssp126,EC-Earth3
2011,32.91,ssp126,EC-Earth3
2012,33.07,ssp126,EC-Earth3
2013,28.54,ssp126,EC-Earth3
2014,27.64,ssp126,EC-Earth3
2015,32.34,ssp126,EC-Earth3
2016,33.54,ssp126,EC-Earth3
2017,31.34,ssp126,EC-Earth3
2018,30.89,ssp126,EC-Earth3
2019,30.16,ssp126,EC-Earth3
2020,32.08,ssp126,EC-Earth3
2021,31.21,ssp126,EC-Earth3
2022,28.51,ssp126,EC-Earth3
2023,32.18,ssp126,EC-Earth3
2024,32.26,ssp126,EC-Earth3
2025,28.59,ssp126,EC-Earth3
2026,33.12,ssp126,EC-Earth3
2027,29.39,ssp126,EC-Earth3
2028,33.02,ssp126,EC-Earth3
2029,30.79,ssp126,EC-Earth3
2030,28.99,ssp126,EC-Earth3
2031,33.43,ssp126,EC-Earth3
2032,34.29,ssp126,EC-Earth3
2033,33.08,ssp126,EC-Earth3
2034,31.33,ssp126,EC-Earth3
2035,30.0,ssp126,EC-Earth3
2036,31.52,ssp126,EC-Earth3
2037,30.6,ssp126,EC-Earth3
2038,25.75,ssp126,EC-Earth3
2039,31.59,ssp126,EC-Earth3
2040,31.64,ssp126,EC-Earth3
2041,28.11,ssp126,EC-Earth3
2042,29.15,ssp126,EC-Earth3
2043,38.51,ssp126,EC-Earth3
2044,35.15,ssp126,EC-Earth3
2045,31.49,ssp126,EC-Earth3
2046,31.72,ssp126,EC-Earth3
2047,37.41,ssp126,EC-Earth3
2048,27.9,ssp126,EC-Earth3
2049,33.77,ssp126,EC-Earth3
2050,38.05,ssp126,EC-Earth3
2051,32.72,ssp126,EC-Earth3
2052,31.06,ssp126,EC-Earth3
2053,32.61,ssp126,EC-Earth3
2054,30.95,ssp126,EC-Earth3
2055,29.06,ssp126,EC-Earth3
2056,31.81,ssp126,EC-Earth3
2057,33.18,ssp126,EC-Earth3
2058,28.94,ssp126,EC-Earth3
2059,37.04,ssp126,EC-Earth3
2060,32.1,ssp126,EC-Earth3
2061,31.18,ssp126,EC-Earth3
2062,35.97,ssp126,EC-Earth3
2063,31.54,ssp126,EC-Earth3
2064,35.54,ssp126,EC-Earth3
2065,32.56,ssp126,EC-Earth3
2066,34.16,ssp126,EC-Earth3
2067,34.98,ssp126,EC-Earth3
2068,31.18,ssp126,EC-Earth3
2069,31.56,ssp126,EC-Earth3
2070,34.9,ssp126,EC-Earth3
2071,33.55,ssp126,EC-Earth3
2072,29.57,ssp126,EC-Earth3
2073,34.12,ssp126,EC-Earth3
2074,31.65,ssp126,EC-Earth3
2075,31.69,ssp126,EC-Earth3
2076,32.36,ssp126,EC-Earth3
2077,31.53,ssp126,EC-Earth3
2078,30.76,ssp126,EC-Earth3
2079,31.66,ssp126,EC-Earth3
2080,32.67,ssp126,EC-Earth3
2081,30.81,ssp126,EC-Earth3
2082,28.0,ssp126,EC-Earth3
2083,30.68,ssp126,EC-Earth3
2084,25.98,ssp126,EC-Earth3
2085,29.84,ssp126,EC-Earth3
2086,32.57,ssp126,EC-Earth3
2087,31.04,ssp126,EC-Earth3
2088,32.65,ssp126,EC-Earth3
2089,30.79,ssp126,EC-Earth3
2090,31.92,ssp126,EC-Earth3
2091,36.29,ssp126,EC-Earth3
2092,34.49,ssp126,EC-Earth3
2093,31.36,ssp126,EC-Earth3
2094,32.37,ssp126,EC-Earth3
2095,35.47,ssp126,EC-Earth3
2096,32.16,ssp126,EC-Earth3
2097,34.87,ssp126,EC-Earth3
2098,34.1,ssp126,EC-Earth3
2099,31.22,ssp126,EC-Earth3
2100,33.11,ssp126,EC-Earth3
1950,33.14,ssp126,FGOALS-g3
1951,32.09,ssp126,FGOALS-g3
1952,26.51,ssp126,FGOALS-g3
1953,28.12,ssp126,FGOALS-g3
1954,30.27,ssp126,FGOALS-g3
1955,28.07,ssp126,FGOALS-g3
1956,33.1,ssp126,FGOALS-g3
1957,31.07,ssp126,FGOALS-g3
1958,32.45,ssp126,FGOALS-g3
1959,26.59,ssp126,FGOALS-g3
1960,29.38,ssp126,FGOALS-g3
1961,29.76,ssp126,FGOALS-g3
1962,33.64,ssp126,FGOALS-g3
1963,28.97,ssp126,FGOALS-g3
1964,25.49,ssp126,FGOALS-g3
1965,35.26,ssp126,FGOALS-g3
1966,32.62,ssp126,FGOALS-g3
1967,27.83,ssp126,FGOALS-g3
1968,30.44,ssp126,FGOALS-g3
1969,29.08,ssp126,FGOALS-g3
1970,27.57,ssp126,FGOALS-g3
1971,30.93,ssp126,FGOALS-g3
1972,30.74,ssp126,FGOALS-g3
1973,32.23,ssp126,FGOALS-g3
1974,29.5,ssp126,FGOALS-g3
1975,26.92,ssp126,FGOALS-g3
1976,30.73,ssp126,FGOALS-g3
1977,31.17,ssp126,FGOALS-g3
1978,30.25,ssp126,FGOALS-g3
1979,32.63,ssp126,FGOALS-g3
1980,30.02,ssp126,FGOALS-g3
1981,26.26,ssp126,FGOALS-g3
1982,27.46,ssp126,FGOALS-g3
1983,30.36,ssp126,FGOALS-g3
1984,30.67,ssp126,FGOALS-g3
1985,33.41,ssp126,FGOALS-g3
1986,28.47,ssp126,FGOALS-g3
1987,36.71,ssp126,FGOALS-g3
1988,31.46,ssp126,FGOALS-g3
1989,27.19,ssp126,FGOALS-g3
1990,29.81,ssp126,FGOALS-g3
1991,34.73,ssp126,FGOALS-g3
1992,25.45,ssp126,FGOALS-g3
1993,31.76,ssp126,FGOALS-g3
1994,29.0,ssp126,FGOALS-g3
1995,33.29,ssp126,FGOALS-g3
1996,32.7,ssp126,FGOALS-g3
1997,29.95,ssp126,FGOALS-g3
1998,26.89,ssp126,FGOALS-g3
1999,30.77,ssp126,FGOALS-g3
2000,29.65,ssp126,FGOALS-g3
2001,35.18,ssp126,FGOALS-g3
2002,33.13,ssp126,FGOALS-g3
2003,33.32,ssp126,FGOALS-g3
2004,31.42,ssp126,FGOALS-g3
2005,28.53,ssp126,FGOALS-g3
2006,32.34,ssp126,FGOALS-g3
2007,29.71,ssp126,FGOALS-g3
2008,30.27,ssp126,FGOALS-g3
2009,32.38,ssp126,FGOALS-g3
2010,29.11,ssp126,FGOALS-g3
2011,33.37,ssp126,FGOALS-g3
2012,32.7,ssp126,FGOALS-g3
2013,31.32,ssp126,FGOALS-g3
2014,31.13,ssp126,FGOALS-g3
2015,33.45,ssp126,FGOALS-g3
2016,33.42,ssp126,FGOALS-g3
2017,31.63,ssp126,FGOALS-g3
2018,34.02,ssp126,FGOALS-g3
2019,26.73,ssp126,FGOALS-g3
2020,28.44,ssp126,FGOALS-g3
2021,33.07,ssp126,FGOALS-g3
2022,31.24,ssp126,FGOALS-g3
2023,29.8,ssp126,FGOALS-g3
2024,30.18,ssp126,FGOALS-g3
2025,33.69,ssp126,FGOALS-g3
2026,29.99,ssp126,FGOALS-g3
2027,33.3,ssp126,FGOALS-g3
2028,32.23,ssp126,FGOALS-g3
2029,30.81,ssp126,FGOALS-g3
2030,32.58,ssp126,FGOALS-g3
2031,28.38,ssp126,FGOALS-g3
2032,33.11,ssp126,FGOALS-g3
2033,36.27,ssp126,FGOALS-g3
2034,30.59,ssp126,FGOALS-g3
2035,29.66,ssp126,FGOALS-g3
2036,32.34,ssp126,FGOALS-g3
2037,31.1,ssp126,FGOALS-g3
2038,31.91,ssp126,FGOALS-g3
2039,33.64,ssp126,FGOALS-g3
2040,29.4,ssp126,FGOALS-g3
2041,30.13,ssp126,FGOALS-g3
2042,34.25,ssp126,FGOALS-g3
2043,30.06,ssp126,FGOALS-g3
2044,37.9,ssp126,FGOALS-g3
2045,30.69,ssp126,FGOALS-g3
2046,34.02,ssp126,FGOALS-g3
2047,29.87,ssp126,FGOALS-g3
2048,29.09,ssp126,FGOALS-g3
2049,29.89,ssp126,FGOALS-g3
2050,32.7,ssp126,FGOALS-g3
2051,34.17,ssp126,FGOALS-g3
2052,32.5,ssp126,FGOALS-g3
2053,37.58,ssp126,FGOALS-g3
2054,30.1,ssp126,FGOALS-g3
2055,26.75,ssp126,FGOALS-g3
2056,31.83,ssp126,FGOALS-g3
2057,27.94,ssp126,FGOALS-g3
2058,37.2,ssp126,FGOALS-g3
2059,31.99,ssp126,FGOALS-g3
2060,32.05,ssp126,FGOALS-g3
2061,34.54,ssp126,FGOALS-g3
2062,36.44,ssp126,FGOALS-g3
2063,34.81,ssp126,FGOALS-g3
2064,30.8,ssp126,FGOALS-g3
2065,26.85,ssp126,FGOALS-g3
2066,31.97,ssp126,FGOALS-g3
2067,30.01,ssp126,FGOALS-g3
2068,28.14,ssp126,FGOALS-g3
2069,31.42,ssp126,FGOALS-g3
2070,28.51,ssp126,FGOALS-g3
2071,33.15,ssp126,FGOALS-g3
2072,31.54,ssp126,FGOALS-g3
2073,35.13,ssp126,FGOALS-g3
2074,30.89,ssp126,FGOALS-g3
2075,33.53,ssp126,FGOALS-g3
2076,37.35,ssp126,FGOALS-g3
2077,35.3,ssp126,FGOALS-g3
2078,30.77,ssp126,FGOALS-g3
2079,29.46,ssp126,FGOALS-g3
2080,35.07,ssp126,FGOALS-g3
2081,31.93,ssp126,FGOALS-g3
2082,28.37,ssp126,FGOALS-g3
2083,32.88,ssp126,FGOALS-g3
2084,35.96,ssp126,FGOALS-g3
2085,35.16,ssp126,FGOALS-g3
2086,32.11,ssp126,FGOALS-g3
2087,30.76,ssp126,FGOALS-g3
2088,29.45,ssp126,FGOALS-g3
2089,27.79,ssp126,FGOALS-g3
2090,34.31,ssp126,FGOALS-g3
2091,36.92,ssp126,FGOALS-g3
2092,28.65,ssp126,FGOALS-g3
2093,30.68,ssp126,FGOALS-g3
2094,33.65,ssp126,FGOALS-g3
2095,31.6,ssp126,FGOALS-g3
2096,35.02,ssp126,FGOALS-g3
2097,30.9,ssp126,FGOALS-g3
2098,35.67,ssp126,FGOALS-g3
2099,32.99,ssp126,FGOALS-g3
2100,34.36,ssp126,FGOALS-g3
1950,30.68,ssp126,GFDL-ESM4
1951,25.94,ssp126,GFDL-ESM4
1952,28.34,ssp126,GFDL-ESM4
1953,34.63,ssp126,GFDL-ESM4
1954,30.13,ssp126,GFDL-ESM4
1955,25.5,ssp126,GFDL-ESM4
1956,29.19,ssp126,GFDL-ESM4
1957,23.42,ssp126,GFDL-ESM4
1958,31.36,ssp126,GFDL-ESM4
1959,34.63,ssp126,GFDL-ESM4
1960,30.48,ssp126,GFDL-ESM4
1961,33.94,ssp126,GFDL-ESM4
1962,33.16,ssp126,GFDL-ESM4
1963,29.23,ssp126,GFDL-ESM4
1964,30.01,ssp126,GFDL-ESM4
1965,27.56,ssp126,GFDL-ESM4
1966,29.54,ssp126,GFDL-ESM4
1967,31.87,ssp126,GFDL-ESM4
1968,32.67,ssp126,GFDL-ESM4
1969,29.78,ssp126,GFDL-ESM4
1970,31.92,ssp126,GFDL-ESM4
1971,27.36,ssp126,GFDL-ESM4
1972,32.43,ssp126,GFDL-ESM4
1973,28.08,ssp126,GFDL-ESM4
1974,28.23,ssp126,GFDL-ESM4
1975,29.94,ssp126,GFDL-ESM4
1976,28.65,ssp126,GFDL-ESM4
1977,34.85,ssp126,GFDL-ESM4
1978,34.77,ssp126,GFDL-ESM4
1979,30.99,ssp126,GFDL-ESM4
1980,25.74,ssp126,GFDL-ESM4
1981,32.29,ssp126,GFDL-ESM4
1982,29.03,ssp126,GFDL-ESM4
1983,30.73,ssp126,GFDL-ESM4
1984,29.8,ssp126,GFDL-ESM4
1985,29.95,ssp126,GFDL-ESM4
1986,29.89,ssp126,GFDL-ESM4
1987,31.69,ssp126,GFDL-ESM4
1988,30.42,ssp126,GFDL-ESM4
1989,30.8,ssp126,GFDL-ESM4
1990,29.53,ssp126,GFDL-ESM4
1991,30.17,ssp126,GFDL-ESM4
1992,29.77,ssp126,GFDL-ESM4
1993,30.27,ssp126,GFDL-ESM4
1994,32.12,ssp126,GFDL-ESM4
1995,28.05,ssp126,GFDL-ESM4
1996,30.79,ssp126,GFDL-ESM4
1997,29.38,ssp126,GFDL-ESM4
1998,29.84,ssp126,GFDL-ESM4
1999,28.8,ssp126,GFDL-ESM4
2000,30.67,ssp126,GFDL-ESM4
2001,33.66,ssp126,GFDL-ESM4
2002,32.29,ssp126,GFDL-ESM4
2003,29.96,ssp126,GFDL-ESM4
2004,25.43,ssp126,GFDL-ESM4
2005,33.96,ssp126,GFDL-ESM4
2006,30.19,ssp126,GFDL-ESM4
2007,28.3,ssp126,GFDL-ESM4
2008,29.53,ssp126,GFDL-ESM4
2009,31.4,ssp126,GFDL-ESM4
2010,28.76,ssp126,GFDL-ESM4
2011,33.61,ssp126,GFDL-ESM4
2012,33.06,ssp126,GFDL-ESM4
2013,27.94,ssp126,GFDL-ESM4
2014,25.89,ssp126,GFDL-ESM4
2015,27.54,ssp126,GFDL-ESM4
2016,30.78,ssp126,GFDL-ESM4
2017,34.72,ssp126,GFDL-ESM4
2018,31.36,ssp126,GFDL-ESM4
2019,32.18,ssp126,GFDL-ESM4
2020,36.32,ssp126,GFDL-ESM4
2021,27.32,ssp126,GFDL-ESM4
2022,30.03,ssp126,GFDL-ESM4
2023,31.18,ssp126,GFDL-ESM4
2024,25.84,ssp126,GFDL-ESM4
2025,25.24,ssp126,GFDL-ESM4
2026,31.67,ssp126,GFDL-ESM4
2027,29.45,ssp126,GFDL-ESM4
2028,33.1,ssp126,GFDL-ESM4
2029,29.07,ssp126,GFDL-ESM4
2030,33.78,ssp126,GFDL-ESM4
2031,30.86,ssp126,GFDL-ESM4
2032,30.72,ssp126,GFDL-ESM4
2033,32.06,ssp126,GFDL-ESM4
2034,36.71,ssp126,GFDL-ESM4
2035,34.0,ssp126,GFDL-ESM4
2036,34.62,ssp126,GFDL-ESM4
2037,34.25,ssp126,GFDL-ESM4
2038,34.47,ssp126,GFDL-ESM4
2039,31.01,ssp126,GFDL-ESM4
2040,29.81,ssp126,GFDL-ESM4
2041,34.37,ssp126,GFDL-ESM4
2042,33.95,ssp126,GFDL-ESM4
2043,31.91,ssp126,GFDL-ESM4
2044,28.78,ssp126,GFDL-ESM4
2045,31.25,ssp126,GFDL-ESM4
2046,29.88,ssp126,GFDL-ESM4
2047,33.44,ssp126,GFDL-ESM4
2048,30.4,ssp126,GFDL-ESM4
2049,35.25,ssp126,GFDL-ESM4
2050,29.71,ssp126,GFDL-ESM4
2051,33.11,ssp126,GFDL-ESM4
2052,30.79,ssp126,GFDL-ESM4
2053,30.99,ssp126,GFDL-ESM4
2054,31.36,ssp126,GFDL-ESM4
2055,32.46,ssp126,GFDL-ESM4
2056,33.75,ssp126,GFDL-ESM4
2057,32.64,ssp126,GFDL-ESM4
2058,28.12,ssp126,GFDL-ESM4
2059,30.64,ssp126,GFDL-ESM4
2060,34.98,ssp126,GFDL-ESM4
2061,31.9,ssp126,GFDL-ESM4
2062,35.21,ssp126,GFDL-ESM4
2063,32.12,ssp126,GFDL-ESM4
2064,30.86,ssp126,GFDL-ESM4
2065,33.18,ssp126,GFDL-ESM4
2066,32.18,ssp126,GFDL-ESM4
2067,30.94,ssp126,GFDL-ESM4
2068,33.3,ssp126,GFDL-ESM4
2069,34.04,ssp126,GFDL-ESM4
2070,33.27,ssp126,GFDL-ESM4
2071,32.5,ssp126,GFDL-ESM4
2072,32.18,ssp126,GFDL-ESM4
2073,29.77,ssp126,GFDL-ESM4
2074,30.73,ssp126,GFDL-ESM4
2075,32.06,ssp126,GFDL-ESM4
2076,33.52,ssp126,GFDL-ESM4
2077,32.68,ssp126,GFDL-ESM4
2078,34.17,ssp126,GFDL-ESM4
2079,32.15,ssp126,GFDL-ESM4
2080,31.37,ssp126,GFDL-ESM4
2081,31.93,ssp126,GFDL-ESM4
2082,35.87,ssp126,GFDL-ESM4
2083,28.67,ssp126,GFDL-ESM4
2084,30.25,ssp126,GFDL-ESM4
2085,29.4,ssp126,GFDL-ESM4
2086,31.36,ssp126,GFDL-ESM4
2087,34.08,ssp126,GFDL-ESM4
2088,34.67,ssp126,GFDL-ESM4
2089,33.39,ssp126,GFDL-ESM4
2090,29.59,ssp126,GFDL-ESM4
2091,30.5,ssp126,GFDL-ESM4
2092,35.31,ssp126,GFDL-ESM4
2093,35.62,ssp126,GFDL-ESM4
2094,31.15,ssp126,GFDL-ESM4
2095,33.2,ssp126,GFDL-ESM4
2096,32.56,ssp126,GFDL-ESM4
2097,34.44,ssp126,GFDL-ESM4
2098,31.8,ssp126,GFDL-ESM4
2099,33.0,ssp126,GFDL-ESM4
2100,35.65,ssp126,GFDL-ESM4
1950,30.09,ssp126,INM-CM4-8
1951,32.11,ssp126,INM-CM4-8
1952,30.93,ssp126,INM-CM4-8
1953,29.67,ssp126,INM-CM4-8
1954,32.26,ssp126,INM-CM4-8
1955,29.62,ssp126,INM-CM4-8
1956,27.83,ssp126,INM-CM4-8
1957,31.3,ssp126,INM-CM4-8
1958,28.85,ssp126,INM-CM4-8
1959,31.5,ssp126,INM-CM4-8
1960,32.85,ssp126,INM-CM4-8
1961,29.35,ssp126,INM-CM4-8
1962,30.96,ssp126,INM-CM4-8
1963,34.28,ssp126,INM-CM4-8
1964,28.87,ssp126,INM-CM4-8
1965,28.59,ssp126,INM-CM4-8
1966,31.09,ssp126,INM-CM4-8
1967,29.24,ssp126,INM-CM4-8
1968,34.07,ssp126,INM-CM4-8
1969,30.94,ssp126,INM-CM4-8
1970,26.17,ssp126,INM-CM4-8
1971,30.38,ssp126,INM-CM4-8
1972,29.5,ssp126,INM-CM4-8
1973,30.41,ssp126,INM-CM4-8
1974,32.88,ssp126,INM-CM4-8
1975,26.87,ssp126,INM-CM4-8
1976,30.65,ssp126,INM-CM4-8
1977,28.65,ssp126,INM-CM4-8
1978,32.27,ssp126,INM-CM4-8
1979,32.55,ssp126,INM-CM4-8
1980,29.93,ssp126,INM-CM4-8
1981,28.19,ssp126,INM-CM4-8
1982,26.75,ssp126,INM-CM4-8
1983,26.64,ssp126,INM-CM4-8
1984,30.24,ssp126,INM-CM4-8
1985,29.86,ssp126,INM-CM4-8
1986,29.8,ssp126,INM-CM4-8
1987,30.23,ssp126,INM-CM4-8
1988,29.91,ssp126,INM-CM4-8
1989,28.51,ssp126,INM-CM4-8
1990,32.91,ssp126,INM-CM4-8
1991,27.26,ssp126,INM-CM4-8
1992,31.66,ssp126,INM-CM4-8
1993,29.29,ssp126,INM-CM4-8
1994,30.2,ssp126,INM-CM4-8
1995,26.62,ssp126,INM-CM4-8
1996,28.29,ssp126,INM-CM4-8
1997,32.51,ssp126,INM-CM4-8
1998,33.64,ssp126,INM-CM4-8
1999,35.19,ssp126,INM-CM4-8
2000,27.4,ssp126,INM-CM4-8
2001,31.67,ssp126,INM-CM4-8
2002,32.15,ssp126,INM-CM4-8
2003,26.1,ssp126,INM-CM4-8
2004,28.53,ssp126,INM-CM4-8
2005,28.27,ssp126,INM-CM4-8
2006,32.96,ssp126,INM-CM4-8
2007,27.54,ssp126,INM-CM4-8
2008,33.14,ssp126,INM-CM4-8
2009,33.94,ssp126,INM-CM4-8
2010,33.7,ssp126,INM-CM4-8
2011,32.23,ssp126,INM-CM4-8
2012,29.1,ssp126,INM-CM4-8
2013,31.81,ssp126,INM-CM4-8
2014,29.53,ssp126,INM-CM4-8
2015,28.86,ssp126,INM-CM4-8
2016,29.36,ssp126,INM-CM4-8
2017,32.69,ssp126,INM-CM4-8
2018,28.4,ssp126,INM-CM4-8
2019,32.04,ssp126,INM-CM4-8
2020,25.46,ssp126,INM-CM4-8
2021,33.59,ssp126,INM-CM4-8
2022,31.67,ssp126,INM-CM4-8
2023,35.61,ssp126,INM-CM4-8
2024,29.75,ssp126,INM-CM4-8
2025,27.16,ssp126,INM-CM4-8
2026,30.05,ssp126,INM-CM4-8
2027,30.85,ssp126,INM-CM4-8
2028,27.25,ssp126,INM-CM4-8
2029,27.24,ssp126,INM-CM4-8
2030,33.57,ssp126,INM-CM4-8
2031,32.38,ssp126,INM-CM4-8
2032,32.38,ssp126,INM-CM4-8
2033,32.25,ssp126,INM-CM4-8
2034,30.59,ssp126,INM-CM4-8
2035,28.9,ssp126,INM-CM4-8
2036,31.93,ssp126,INM-CM4-8
2037,35.57,ssp126,INM-CM4-8
2038,31.68,ssp126,INM-CM4-8
2039,31.82,ssp126,INM-CM4-8
2040,29.68,ssp126,INM-CM4-8
2041,30.75,ssp126,INM-CM4-8
2042,30.97,ssp126,INM-CM4-8
2043,27.55,ssp126,INM-CM4-8
2044,30.32,ssp126,INM-CM4-8
2045,32.91,ssp126,INM-CM4-8
2046,35.81,ssp126,INM-CM4-8
2047,32.94,ssp126,INM-CM4-8
2048,33.08,ssp126,INM-CM4-8
2049,31.32,ssp126,INM-CM4-8
2050,33.09,ssp126,INM-CM4-8
2051,32.52,ssp126,INM-CM4-8
2052,26.54,ssp126,INM-CM4-8
2053,29.89,ssp126,INM-CM4-8
2054,33.83,ssp126,INM-CM4-8
2055,28.55,ssp126,INM-CM4-8
2056,28.52,ssp126,INM-CM4-8
2057,30.19,ssp126,INM-CM4-8
2058,32.52,ssp126,INM-CM4-8
2059,32.61,ssp126,INM-CM4-8
2060,24.43,ssp126,INM-CM4-8
2061,30.48,ssp126,INM-CM4-8
2062,28.88,ssp126,INM-CM4-8
2063,34.58,ssp126,INM-CM4-8
2064,25.67,ssp126,INM-CM4-8
2065,31.59,ssp126,INM-CM4-8
2066,27.06,ssp126,INM-CM4-8
2067,32.74,ssp126,INM-CM4-8
2068,35.19,ssp126,INM-CM4-8
2069,29.91,ssp126,INM-CM4-8
2070,27.92,ssp126,INM-CM4-8
2071,26.24,ssp126,INM-CM4-8
2072,27.93,ssp126,INM-CM4-8
2073,32.52,ssp126,INM-CM4-8
2074,34.24,ssp126,INM-CM4-8
2075,32.17,ssp126,INM-CM4-8
2076,29.32,ssp126,INM-CM4-8
2077,30.63,ssp126,INM-CM4-8
2078,32.93,ssp126,INM-CM4-8
2079,27.82,ssp126,INM-CM4-8
2080,27.7,ssp126,INM-CM4-8
2081,33.17,ssp126,INM-CM4-8
2082,32.53,ssp126,INM-CM4-8
2083,34.29,ssp126,INM-CM4-8
2084,32.36,ssp126,INM-CM4-8
2085,30.85,ssp126,INM-CM4-8
2086,32.25,ssp126,INM-CM4-8
2087,37.0,ssp126,INM-CM4-8
2088,35.43,ssp126,INM-CM4-8
2089,31.85,ssp126,INM-CM4-8
2090,32.46,ssp126,INM-CM4-8
2091,33.93,ssp126,INM-CM4-8
2092,31.8,ssp126,INM-CM4-8
2093,34.49,ssp126,INM-CM4-8
2094,27.16,ssp126,INM-CM4-8
2095,30.46,ssp126,INM-CM4-8
2096,33.37,ssp126,INM-CM4-8
2097,29.5,ssp126,INM-CM4-8
2098,29.69,ssp126,INM-CM4-8
2099,25.48,ssp126,INM-CM4-8
2100,29.22,ssp126,INM-CM4-8
1950,31.22,ssp126,INM-CM5-0
1951,32.7,ssp126,INM-CM5-0
1952,31.28,ssp126,INM-CM5-0
1953,24.51,ssp126,INM-CM5-0
1954,29.23,ssp126,INM-CM5-0
1955,29.06,ssp126,INM-CM5-0
1956,35.32,ssp126,INM-CM5-0
1957,34.78,ssp126,INM-CM5-0
1958,33.67,ssp126,INM-CM5-0
1959,29.5,ssp126,INM-CM5-0
1960,25.06,ssp126,INM-CM5-0
1961,33.3,ssp126,INM-CM5-0
1962,29.15,ssp126,INM-CM5-0
1963,27.06,ssp126,INM-CM5-0
1964,28.96,ssp126,INM-CM5-0
1965,29.26,ssp126,INM-CM5-0
1966,30.55,ssp126,INM-CM5-0
1967,28.9,ssp126,INM-CM5-0
1968,31.87,ssp126,INM-CM5-0
1969,29.1,ssp126,INM-CM5-0
1970,29.19,ssp126,INM-CM5-0
1971,30.04,ssp126,INM-CM5-0
1972,29.55,ssp126,INM-CM5-0
1973,31.04,ssp126,INM-CM5-0
1974,26.59,ssp126,INM-CM5-0
1975,27.02,ssp126,INM-CM5-0
1976,35.21,ssp126,INM-CM5-0
1977,29.83,ssp126,INM-CM5-0
1978,30.23,ssp126,INM-CM5-0
1979,30.35,ssp126,INM-CM5-0
1980,31.79,ssp126,INM-CM5-0
1981,30.35,ssp126,INM-CM5-0
1982,33.1,ssp126,INM-CM5-0
1983,31.65,ssp126,INM-CM5-0
1984,28.41,ssp126,INM-CM5-0
1985,29.21,ssp126,INM-CM5-0
1986,29.98,ssp126,INM-CM5-0
1987,30.08,ssp126,INM-CM5-0
1988,31.37,ssp126,INM-CM5-0
1989,27.44,ssp126,INM-CM5-0
1990,32.09,ssp126,INM-CM5-0
1991,32.27,ssp126,INM-CM5-0
1992,32.78,ssp126,INM-CM5-0
1993,30.87,ssp126,INM-CM5-0
1994,26.56,ssp126,INM-CM5-0
1995,29.88,ssp126,INM-CM5-0
1996,30.17,ssp126,INM-CM5-0
1997,28.58,ssp126,INM-CM5-0
1998,31.87,ssp126,INM-CM5-0
1999,30.02,ssp126,INM-CM5-0
2000,30.26,ssp126,INM-CM5-0
2001,30.83,ssp126,INM-CM5-0
2002,28.93,ssp126,INM-CM5-0
2003,34.64,ssp126,INM-CM5-0
2004,32.49,ssp126,INM-CM5-0
2005,32.65,ssp126,INM-CM5-0
2006,33.46,ssp126,INM-CM5-0
2007,30.69,ssp126,INM-CM5-0
2008,28.47,ssp126,INM-CM5-0
2009,29.5,ssp126,INM-CM5-0
2010,28.56,ssp126,INM-CM5-0
2011,30.49,ssp126,INM-CM5-0
2012,33.22,ssp126,INM-CM5-0
2013,32.23,ssp126,INM-CM5-0
2014,30.01,ssp126,INM-CM5-0
2015,27.99,ssp126,INM-CM5-0
2016,30.09,ssp126,INM-CM5-0
2017,28.98,ssp126,INM-CM5-0
2018,29.82,ssp126,INM-CM5-0
2019,32.33,ssp126,INM-CM5-0
2020,32.68,ssp126,INM-CM5-0
2021,27.8,ssp126,INM-CM5-0
2022,29.76,ssp126,INM-CM5-0
2023,34.68,ssp126,INM-CM5-0
2024,29.75,ssp126,INM-CM5-0
2025,30.06,ssp126,INM-CM5-0
2026,26.82,ssp126,INM-CM5-0
2027,33.76,ssp126,INM-CM5-0
2028,29.12,ssp126,INM-CM5-0
2029,32.04,ssp126,INM-CM5-0
2030,27.64,ssp126,INM-CM5-0
2031,32.23,ssp126,INM-CM5-0
2032,29.64,ssp126,INM-CM5-0
2033,34.2,ssp126,INM-CM5-0
2034,40.11,ssp126,INM-CM5-0
2035,36.75,ssp126,INM-CM5-0
2036,31.74,ssp126,INM-CM5-0
