year,season,scenario,model,snc_mile2
2060,2,ssp585,ipsl_cm6a_lr,2518926.66501267
2060,3,ssp126,ipsl_cm6a_lr,240454.317840613
2060,3,ssp245,ipsl_cm6a_lr,220823.747808379
2060,3,ssp370,ipsl_cm6a_lr,204417.091409753
2060,3,ssp585,ipsl_cm6a_lr,162011.738592398
2060,4,ssp126,ipsl_cm6a_lr,1354168.51512114
2060,4,ssp245,ipsl_cm6a_lr,1411254.92587098
2060,4,ssp370,ipsl_cm6a_lr,1301391.12184608
2060,4,ssp585,ipsl_cm6a_lr,1217573.35887852
2061,1,ssp126,ipsl_cm6a_lr,5134824.74453623
2061,1,ssp245,ipsl_cm6a_lr,5322970.7158769
2061,1,ssp370,ipsl_cm6a_lr,4975293.145847
2061,1,ssp585,ipsl_cm6a_lr,4564210.3732404
2061,2,ssp126,ipsl_cm6a_lr,3202256.01099184
2061,2,ssp245,ipsl_cm6a_lr,2680388.23653495
2061,2,ssp370,ipsl_cm6a_lr,2724120.75772347
2061,2,ssp585,ipsl_cm6a_lr,2483601.32657388
2061,3,ssp126,ipsl_cm6a_lr,234228.809350904
2061,3,ssp245,ipsl_cm6a_lr,211322.168865335
2061,3,ssp370,ipsl_cm6a_lr,207042.920089036
2061,3,ssp585,ipsl_cm6a_lr,150962.047236413
2061,4,ssp126,ipsl_cm6a_lr,1346851.85596694
2061,4,ssp245,ipsl_cm6a_lr,1371160.5788057
2061,4,ssp370,ipsl_cm6a_lr,1258817.10555671
2061,4,ssp585,ipsl_cm6a_lr,993658.572376385
2062,1,ssp126,ipsl_cm6a_lr,4922281.01878712
2062,1,ssp245,ipsl_cm6a_lr,4644506.2432835
2062,1,ssp370,ipsl_cm6a_lr,4862504.36464142
2062,1,ssp585,ipsl_cm6a_lr,4990692.44760118
2062,2,ssp126,ipsl_cm6a_lr,2945728.82262637
2062,2,ssp245,ipsl_cm6a_lr,2824859.20513151
2062,2,ssp370,ipsl_cm6a_lr,2799611.22139876
2062,2,ssp585,ipsl_cm6a_lr,2628778.72225013
2062,3,ssp126,ipsl_cm6a_lr,240686.889642122
2062,3,ssp245,ipsl_cm6a_lr,185427.290256563
2062,3,ssp370,ipsl_cm6a_lr,204673.930372333
2062,3,ssp585,ipsl_cm6a_lr,174334.946448383
2062,4,ssp126,ipsl_cm6a_lr,1353482.98819929
2062,4,ssp245,ipsl_cm6a_lr,1303636.3838607
2062,4,ssp370,ipsl_cm6a_lr,1204546.16093408
2062,4,ssp585,ipsl_cm6a_lr,1192960.67965704
2063,1,ssp126,ipsl_cm6a_lr,4487042.63356229
2063,1,ssp245,ipsl_cm6a_lr,4454935.05484717
2063,1,ssp370,ipsl_cm6a_lr,4401877.81092241
2063,1,ssp585,ipsl_cm6a_lr,4545067.36168236
2063,2,ssp126,ipsl_cm6a_lr,2435646.14366575
2063,2,ssp245,ipsl_cm6a_lr,2813625.75242933
2063,2,ssp370,ipsl_cm6a_lr,2320362.1801264
2063,2,ssp585,ipsl_cm6a_lr,2451176.87643491
2063,3,ssp126,ipsl_cm6a_lr,189892.310126048
2063,3,ssp245,ipsl_cm6a_lr,214034.557621537
2063,3,ssp370,ipsl_cm6a_lr,192183.755706623
2063,3,ssp585,ipsl_cm6a_lr,167004.559547033
2063,4,ssp126,ipsl_cm6a_lr,1136251.91435775
2063,4,ssp245,ipsl_cm6a_lr,1220674.70730189
2063,4,ssp370,ipsl_cm6a_lr,768820.030021489
2063,4,ssp585,ipsl_cm6a_lr,1301010.66563067
2064,1,ssp126,ipsl_cm6a_lr,5053844.36796076
2064,1,ssp245,ipsl_cm6a_lr,4881521.52526144
2064,1,ssp370,ipsl_cm6a_lr,4760547.90775478
2064,1,ssp585,ipsl_cm6a_lr,4647673.42226852
2064,2,ssp126,ipsl_cm6a_lr,2805246.33528731
2064,2,ssp245,ipsl_cm6a_lr,2481604.33136519
2064,2,ssp370,ipsl_cm6a_lr,2476915.41764593
2064,2,ssp585,ipsl_cm6a_lr,2607930.89290321
2064,3,ssp126,ipsl_cm6a_lr,211644.79722044
2064,3,ssp245,ipsl_cm6a_lr,202085.351011674
2064,3,ssp370,ipsl_cm6a_lr,165594.02744361
2064,3,ssp585,ipsl_cm6a_lr,160580.296606548
2064,4,ssp126,ipsl_cm6a_lr,1121242.74600885
2064,4,ssp245,ipsl_cm6a_lr,1540497.2237652
2064,4,ssp370,ipsl_cm6a_lr,1293905.49774729
2064,4,ssp585,ipsl_cm6a_lr,1239312.44607989
2065,1,ssp126,ipsl_cm6a_lr,4953186.892731
2065,1,ssp245,ipsl_cm6a_lr,5137527.67505215
2065,1,ssp370,ipsl_cm6a_lr,5034393.0807571
2065,1,ssp585,ipsl_cm6a_lr,4827389.15307785
2065,2,ssp126,ipsl_cm6a_lr,2852441.67752181
2065,2,ssp245,ipsl_cm6a_lr,3143987.82504711
2065,2,ssp370,ipsl_cm6a_lr,2952144.00607156
2065,2,ssp585,ipsl_cm6a_lr,2839360.73605171
2065,3,ssp126,ipsl_cm6a_lr,229012.147855807
2065,3,ssp245,ipsl_cm6a_lr,206843.154142397
2065,3,ssp370,ipsl_cm6a_lr,195009.58153063
2065,3,ssp585,ipsl_cm6a_lr,135451.447993924
2065,4,ssp126,ipsl_cm6a_lr,1481813.93843714
2065,4,ssp245,ipsl_cm6a_lr,1332996.07838655
2065,4,ssp370,ipsl_cm6a_lr,1191210.85813381
2065,4,ssp585,ipsl_cm6a_lr,1018936.64006034
2066,1,ssp126,ipsl_cm6a_lr,5072811.05026977
2066,1,ssp245,ipsl_cm6a_lr,4849911.97513466
2066,1,ssp370,ipsl_cm6a_lr,4687646.55834222
2066,1,ssp585,ipsl_cm6a_lr,4382200.36195481
2066,2,ssp126,ipsl_cm6a_lr,2712889.63876251
2066,2,ssp245,ipsl_cm6a_lr,2817622.40757117
2066,2,ssp370,ipsl_cm6a_lr,2552447.19860491
2066,2,ssp585,ipsl_cm6a_lr,2313434.30537525
2066,3,ssp126,ipsl_cm6a_lr,186104.40898564
2066,3,ssp245,ipsl_cm6a_lr,230879.686961253
2066,3,ssp370,ipsl_cm6a_lr,187065.951264374
2066,3,ssp585,ipsl_cm6a_lr,125816.209305152
2066,4,ssp126,ipsl_cm6a_lr,1631675.12870031
2066,4,ssp245,ipsl_cm6a_lr,1389238.7428564
2066,4,ssp370,ipsl_cm6a_lr,1233068.80622114
2066,4,ssp585,ipsl_cm6a_lr,1303951.11365156
2067,1,ssp126,ipsl_cm6a_lr,4587938.89603983
2067,1,ssp245,ipsl_cm6a_lr,4619674.2992102
2067,1,ssp370,ipsl_cm6a_lr,4546567.04487931
2067,1,ssp585,ipsl_cm6a_lr,4302028.88176326
2067,2,ssp126,ipsl_cm6a_lr,3103877.52264383
2067,2,ssp245,ipsl_cm6a_lr,2475561.34280317
2067,2,ssp370,ipsl_cm6a_lr,2820336.55202322
2067,2,ssp585,ipsl_cm6a_lr,2409501.63858214
2067,3,ssp126,ipsl_cm6a_lr,240461.210779414
2067,3,ssp245,ipsl_cm6a_lr,227030.520386514
2067,3,ssp370,ipsl_cm6a_lr,190765.102048658
2067,3,ssp585,ipsl_cm6a_lr,153981.524253991
2067,4,ssp126,ipsl_cm6a_lr,1473498.11858928
2067,4,ssp245,ipsl_cm6a_lr,1309717.17612703
2067,4,ssp370,ipsl_cm6a_lr,1322890.74833783
2067,4,ssp585,ipsl_cm6a_lr,915906.622166733
2068,1,ssp126,ipsl_cm6a_lr,5000261.92182692
2068,1,ssp245,ipsl_cm6a_lr,4394837.86153318
2068,1,ssp370,ipsl_cm6a_lr,4604490.78821699
2068,1,ssp585,ipsl_cm6a_lr,4319020.21347625
2068,2,ssp126,ipsl_cm6a_lr,2918006.1976582
2068,2,ssp245,ipsl_cm6a_lr,2493169.29960337
2068,2,ssp370,ipsl_cm6a_lr,2800493.2496705
2068,2,ssp585,ipsl_cm6a_lr,2334671.33621503
2068,3,ssp126,ipsl_cm6a_lr,215921.577806619
2068,3,ssp245,ipsl_cm6a_lr,193998.587993327
2068,3,ssp370,ipsl_cm6a_lr,197697.984996616
2068,3,ssp585,ipsl_cm6a_lr,148975.993721378
2068,4,ssp126,ipsl_cm6a_lr,1434688.75524896
2068,4,ssp245,ipsl_cm6a_lr,1260142.17145658
2068,4,ssp370,ipsl_cm6a_lr,936192.708450429
2068,4,ssp585,ipsl_cm6a_lr,862819.330934504
2069,1,ssp126,ipsl_cm6a_lr,5134816.55417808
2069,1,ssp245,ipsl_cm6a_lr,4572086.38360929
2069,1,ssp370,ipsl_cm6a_lr,4975238.05258132
2069,1,ssp585,ipsl_cm6a_lr,4831002.76818053
2069,2,ssp126,ipsl_cm6a_lr,2743207.55576261
2069,2,ssp245,ipsl_cm6a_lr,2648861.74636213
2069,2,ssp370,ipsl_cm6a_lr,2969288.05720841
2069,2,ssp585,ipsl_cm6a_lr,2380994.1223232
2069,3,ssp126,ipsl_cm6a_lr,218500.512443595
2069,3,ssp245,ipsl_cm6a_lr,185518.252069775
2069,3,ssp370,ipsl_cm6a_lr,174630.934690688
2069,3,ssp585,ipsl_cm6a_lr,133511.099779159
2069,4,ssp126,ipsl_cm6a_lr,1551914.51137822
2069,4,ssp245,ipsl_cm6a_lr,1145947.51723434
2069,4,ssp370,ipsl_cm6a_lr,1197551.81947395
2069,4,ssp585,ipsl_cm6a_lr,1258401.63023528
2070,1,ssp126,ipsl_cm6a_lr,4640669.20164667
2070,1,ssp245,ipsl_cm6a_lr,4697751.9170372
2070,1,ssp370,ipsl_cm6a_lr,4697113.14261436
2070,1,ssp585,ipsl_cm6a_lr,4293298.28248637
2070,2,ssp126,ipsl_cm6a_lr,2774658.1127954
2070,2,ssp245,ipsl_cm6a_lr,2507034.08828829
2070,2,ssp370,ipsl_cm6a_lr,3047738.83579106
2070,2,ssp585,ipsl_cm6a_lr,2429637.50543507
2070,3,ssp126,ipsl_cm6a_lr,214595.128943909
2070,3,ssp245,ipsl_cm6a_lr,205800.145968705
2070,3,ssp370,ipsl_cm6a_lr,224354.015506298
2070,3,ssp585,ipsl_cm6a_lr,143822.147019722
2070,4,ssp126,ipsl_cm6a_lr,1359374.14503708
2070,4,ssp245,ipsl_cm6a_lr,1519917.09118615
2070,4,ssp370,ipsl_cm6a_lr,1488266.45081066
2070,4,ssp585,ipsl_cm6a_lr,886070.327276812
2071,1,ssp126,ipsl_cm6a_lr,4579617.47197241
2071,1,ssp245,ipsl_cm6a_lr,4643119.78002642
2071,1,ssp370,ipsl_cm6a_lr,4542510.9608067
2071,1,ssp585,ipsl_cm6a_lr,4345255.97081751
2071,2,ssp126,ipsl_cm6a_lr,2961817.517105
2071,2,ssp245,ipsl_cm6a_lr,2642197.09814616
2071,2,ssp370,ipsl_cm6a_lr,2502570.97805453
2071,2,ssp585,ipsl_cm6a_lr,2417672.96378761
2071,3,ssp126,ipsl_cm6a_lr,229165.476890775
2071,3,ssp245,ipsl_cm6a_lr,180943.93728523
2071,3,ssp370,ipsl_cm6a_lr,154923.610452976
2071,3,ssp585,ipsl_cm6a_lr,106871.284915665
2071,4,ssp126,ipsl_cm6a_lr,1651513.04346081
2071,4,ssp245,ipsl_cm6a_lr,1142801.37703623
2071,4,ssp370,ipsl_cm6a_lr,927030.681720059
2071,4,ssp585,ipsl_cm6a_lr,673416.813798124
2072,1,ssp126,ipsl_cm6a_lr,5213450.85942346
2072,1,ssp245,ipsl_cm6a_lr,4925099.69479278
2072,1,ssp370,ipsl_cm6a_lr,4281347.70088043
2072,1,ssp585,ipsl_cm6a_lr,4183984.9216826
2072,2,ssp126,ipsl_cm6a_lr,2857361.09797067
2072,2,ssp245,ipsl_cm6a_lr,2495071.38909075
2072,2,ssp370,ipsl_cm6a_lr,2195801.37991931
2072,2,ssp585,ipsl_cm6a_lr,2453876.98629608
2072,3,ssp126,ipsl_cm6a_lr,268204.011903696
2072,3,ssp245,ipsl_cm6a_lr,157836.331407909
2072,3,ssp370,ipsl_cm6a_lr,162407.264857948
2072,3,ssp585,ipsl_cm6a_lr,116667.896160159
2072,4,ssp126,ipsl_cm6a_lr,1693035.65627266
2072,4,ssp245,ipsl_cm6a_lr,1312557.62213752
2072,4,ssp370,ipsl_cm6a_lr,1135664.02132825
2072,4,ssp585,ipsl_cm6a_lr,703042.318477885
2073,1,ssp126,ipsl_cm6a_lr,4900502.84906125
2073,1,ssp245,ipsl_cm6a_lr,4584303.50518548
2073,1,ssp370,ipsl_cm6a_lr,4656559.21745415
2073,1,ssp585,ipsl_cm6a_lr,4243970.12450404
2073,2,ssp126,ipsl_cm6a_lr,2859937.1196453
2073,2,ssp245,ipsl_cm6a_lr,2793865.16964741
2073,2,ssp370,ipsl_cm6a_lr,2883231.73077057
2073,2,ssp585,ipsl_cm6a_lr,2248813.8793738
2073,3,ssp126,ipsl_cm6a_lr,228453.585207454
2073,3,ssp245,ipsl_cm6a_lr,179489.395644372
2073,3,ssp370,ipsl_cm6a_lr,162094.006338113
2073,3,ssp585,ipsl_cm6a_lr,146524.726539214
2073,4,ssp126,ipsl_cm6a_lr,987805.766822763
2073,4,ssp245,ipsl_cm6a_lr,1068674.53780576
2073,4,ssp370,ipsl_cm6a_lr,892913.282774085
2073,4,ssp585,ipsl_cm6a_lr,808380.269539528
2074,1,ssp126,ipsl_cm6a_lr,5019019.16549058
2074,1,ssp245,ipsl_cm6a_lr,4726002.27334542
2074,1,ssp370,ipsl_cm6a_lr,4778056.22785105
2074,1,ssp585,ipsl_cm6a_lr,4216639.37976633
2074,2,ssp126,ipsl_cm6a_lr,2887494.96806211
2074,2,ssp245,ipsl_cm6a_lr,2973039.52521744
2074,2,ssp370,ipsl_cm6a_lr,2440941.55727507
2074,2,ssp585,ipsl_cm6a_lr,2368650.21229421
2074,3,ssp126,ipsl_cm6a_lr,243410.574889435
2074,3,ssp245,ipsl_cm6a_lr,197387.83375773
2074,3,ssp370,ipsl_cm6a_lr,140233.255329223
2074,3,ssp585,ipsl_cm6a_lr,104835.921043112
2074,4,ssp126,ipsl_cm6a_lr,1354180.6820421
2074,4,ssp245,ipsl_cm6a_lr,1451680.81990974
2074,4,ssp370,ipsl_cm6a_lr,944777.263936062
2074,4,ssp585,ipsl_cm6a_lr,864889.487577983
2075,1,ssp126,ipsl_cm6a_lr,4859432.30110552
2075,1,ssp245,ipsl_cm6a_lr,4851262.57905847
2075,1,ssp370,ipsl_cm6a_lr,4613164.3564512
2075,1,ssp585,ipsl_cm6a_lr,4276947.82905994
2075,2,ssp126,ipsl_cm6a_lr,2982931.54312716
2075,2,ssp245,ipsl_cm6a_lr,3025084.94354008
2075,2,ssp370,ipsl_cm6a_lr,2647280.69858248
2075,2,ssp585,ipsl_cm6a_lr,2474614.62952369
2075,3,ssp126,ipsl_cm6a_lr,213669.356169855
2075,3,ssp245,ipsl_cm6a_lr,211033.966695169
2075,3,ssp370,ipsl_cm6a_lr,133455.521712049
2075,3,ssp585,ipsl_cm6a_lr,125820.060907814
2075,4,ssp126,ipsl_cm6a_lr,1477400.65770266
2075,4,ssp245,ipsl_cm6a_lr,1526067.30162142
2075,4,ssp370,ipsl_cm6a_lr,935122.231962995
2075,4,ssp585,ipsl_cm6a_lr,795947.209852824
2076,1,ssp126,ipsl_cm6a_lr,5118514.6954671
2076,1,ssp245,ipsl_cm6a_lr,4686334.46402259
2076,1,ssp370,ipsl_cm6a_lr,4434528.12452621
2076,1,ssp585,ipsl_cm6a_lr,4780188.88323217
2076,2,ssp126,ipsl_cm6a_lr,2887296.35688491
2076,2,ssp245,ipsl_cm6a_lr,2690006.68063564
2076,2,ssp370,ipsl_cm6a_lr,2483973.90376822
2076,2,ssp585,ipsl_cm6a_lr,2582411.02921171
2076,3,ssp126,ipsl_cm6a_lr,198507.547881646
2076,3,ssp245,ipsl_cm6a_lr,159928.757566161
2076,3,ssp370,ipsl_cm6a_lr,126404.964600674
2076,3,ssp585,ipsl_cm6a_lr,126509.654305751
2076,4,ssp126,ipsl_cm6a_lr,1127115.5691071
2076,4,ssp245,ipsl_cm6a_lr,1392711.07712613
2076,4,ssp370,ipsl_cm6a_lr,994728.366310154
2076,4,ssp585,ipsl_cm6a_lr,813040.19464839
2077,1,ssp126,ipsl_cm6a_lr,4896565.65739402
2077,1,ssp245,ipsl_cm6a_lr,4336963.34589535
2077,1,ssp370,ipsl_cm6a_lr,4814064.29863952
2077,1,ssp585,ipsl_cm6a_lr,4436078.46260321
2077,2,ssp126,ipsl_cm6a_lr,2971502.9399807
2077,2,ssp245,ipsl_cm6a_lr,2657450.16131276
2077,2,ssp370,ipsl_cm6a_lr,2802517.43610391
2077,2,ssp585,ipsl_cm6a_lr,1942276.36210225
2077,3,ssp126,ipsl_cm6a_lr,208099.541693359
2077,3,ssp245,ipsl_cm6a_lr,196982.181665035
2077,3,ssp370,ipsl_cm6a_lr,141581.040060568
2077,3,ssp585,ipsl_cm6a_lr,88195.9884369536
2077,4,ssp126,ipsl_cm6a_lr,1529439.38312733
2077,4,ssp245,ipsl_cm6a_lr,1113187.03879839
2077,4,ssp370,ipsl_cm6a_lr,1212751.23936513
2077,4,ssp585,ipsl_cm6a_lr,721913.52059587
2078,1,ssp126,ipsl_cm6a_lr,4875032.24517803
2078,1,ssp245,ipsl_cm6a_lr,4807378.672867
2078,1,ssp370,ipsl_cm6a_lr,4686690.3862478
2078,1,ssp585,ipsl_cm6a_lr,4080987.34010923
2078,2,ssp126,ipsl_cm6a_lr,3000585.39832306
2078,2,ssp245,ipsl_cm6a_lr,2237590.68113243
2078,2,ssp370,ipsl_cm6a_lr,2383836.82504254
2078,2,ssp585,ipsl_cm6a_lr,2135682.54968126
2078,3,ssp126,ipsl_cm6a_lr,206768.39130396
2078,3,ssp245,ipsl_cm6a_lr,173615.112225038
2078,3,ssp370,ipsl_cm6a_lr,150353.596724154
2078,3,ssp585,ipsl_cm6a_lr,110728.754869418
2078,4,ssp126,ipsl_cm6a_lr,1201032.55667517
2078,4,ssp245,ipsl_cm6a_lr,1231919.24873168
2078,4,ssp370,ipsl_cm6a_lr,829590.285599713
2078,4,ssp585,ipsl_cm6a_lr,789148.305926887
2079,1,ssp126,ipsl_cm6a_lr,4980966.96332488
2079,1,ssp245,ipsl_cm6a_lr,4862986.99263802
2079,1,ssp370,ipsl_cm6a_lr,4195097.65456396
2079,1,ssp585,ipsl_cm6a_lr,4321146.97089755
2079,2,ssp126,ipsl_cm6a_lr,2966618.80495862
2079,2,ssp245,ipsl_cm6a_lr,2399754.87086609
2079,2,ssp370,ipsl_cm6a_lr,2143944.10822323
2079,2,ssp585,ipsl_cm6a_lr,2319863.54417585
2079,3,ssp126,ipsl_cm6a_lr,200118.727574643
2079,3,ssp245,ipsl_cm6a_lr,195320.344270792
2079,3,ssp370,ipsl_cm6a_lr,111676.272343682
2079,3,ssp585,ipsl_cm6a_lr,85011.1884825981
2079,4,ssp126,ipsl_cm6a_lr,1512414.48524797
2079,4,ssp245,ipsl_cm6a_lr,1618386.64025926
2079,4,ssp370,ipsl_cm6a_lr,867944.474828377
2079,4,ssp585,ipsl_cm6a_lr,565273.407243634
2080,1,ssp126,ipsl_cm6a_lr,4889910.23055585
2080,1,ssp245,ipsl_cm6a_lr,5044032.45849995
2080,1,ssp370,ipsl_cm6a_lr,4469935.44193837
2080,1,ssp585,ipsl_cm6a_lr,3979251.06424848
2080,2,ssp126,ipsl_cm6a_lr,2755905.91051201
2080,2,ssp245,ipsl_cm6a_lr,3309735.79749359
2080,2,ssp370,ipsl_cm6a_lr,2632620.1288484
2080,2,ssp585,ipsl_cm6a_lr,1909348.52801649
2080,3,ssp126,ipsl_cm6a_lr,213479.455018002
2080,3,ssp245,ipsl_cm6a_lr,193869.690713589
2080,3,ssp370,ipsl_cm6a_lr,118831.227116346
2080,3,ssp585,ipsl_cm6a_lr,96172.5644752948
2080,4,ssp126,ipsl_cm6a_lr,1662471.52103215
2080,4,ssp245,ipsl_cm6a_lr,1038755.35822271
2080,4,ssp370,ipsl_cm6a_lr,981029.783701843
2080,4,ssp585,ipsl_cm6a_lr,546710.870929541
2081,1,ssp126,ipsl_cm6a_lr,4810233.63935264
2081,1,ssp245,ipsl_cm6a_lr,4930939.11526346
2081,1,ssp370,ipsl_cm6a_lr,4583708.02125063
2081,1,ssp585,ipsl_cm6a_lr,4069090.22702315
2081,2,ssp126,ipsl_cm6a_lr,2772659.08955471
2081,2,ssp245,ipsl_cm6a_lr,2649693.85121946
2081,2,ssp370,ipsl_cm6a_lr,2584773.28783637
2081,2,ssp585,ipsl_cm6a_lr,1934082.55138549
2081,3,ssp126,ipsl_cm6a_lr,206180.557078365
2081,3,ssp245,ipsl_cm6a_lr,170702.112810177
2081,3,ssp370,ipsl_cm6a_lr,137157.817859144
2081,3,ssp585,ipsl_cm6a_lr,74818.3018140401
2081,4,ssp126,ipsl_cm6a_lr,1402448.8566109
2081,4,ssp245,ipsl_cm6a_lr,1138646.35403937
2081,4,ssp370,ipsl_cm6a_lr,1079924.14526038
2081,4,ssp585,ipsl_cm6a_lr,584288.139318215
2082,1,ssp126,ipsl_cm6a_lr,4904378.05888348
2082,1,ssp245,ipsl_cm6a_lr,4606114.6492213
2082,1,ssp370,ipsl_cm6a_lr,4453389.65918359
2082,1,ssp585,ipsl_cm6a_lr,4301918.13279514
2082,2,ssp126,ipsl_cm6a_lr,3009091.33265853
2082,2,ssp245,ipsl_cm6a_lr,2427115.68193308
2082,2,ssp370,ipsl_cm6a_lr,2400992.75325076
2082,2,ssp585,ipsl_cm6a_lr,1951181.08893969
2082,3,ssp126,ipsl_cm6a_lr,221592.292433878
2082,3,ssp245,ipsl_cm6a_lr,188731.378562015
2082,3,ssp370,ipsl_cm6a_lr,101405.1130183
2082,3,ssp585,ipsl_cm6a_lr,96256.4498433906
2082,4,ssp126,ipsl_cm6a_lr,1520574.87930093
2082,4,ssp245,ipsl_cm6a_lr,1372293.12426389
2082,4,ssp370,ipsl_cm6a_lr,963517.127995119
2082,4,ssp585,ipsl_cm6a_lr,709029.560228031
2083,1,ssp126,ipsl_cm6a_lr,4880741.64186091
2083,1,ssp245,ipsl_cm6a_lr,4577658.14008498
2083,1,ssp370,ipsl_cm6a_lr,4143400.9345593
2083,1,ssp585,ipsl_cm6a_lr,3775155.4678009
2083,2,ssp126,ipsl_cm6a_lr,2972309.87454504
2083,2,ssp245,ipsl_cm6a_lr,2821731.42444124
2083,2,ssp370,ipsl_cm6a_lr,2439449.4065799
2083,2,ssp585,ipsl_cm6a_lr,2439114.59228579
2083,3,ssp126,ipsl_cm6a_lr,225270.311987498
2083,3,ssp245,ipsl_cm6a_lr,182582.364740352
2083,3,ssp370,ipsl_cm6a_lr,129367.245635733
2083,3,ssp585,ipsl_cm6a_lr,107603.038870086
2083,4,ssp126,ipsl_cm6a_lr,1507420.55496128
2083,4,ssp245,ipsl_cm6a_lr,1321948.46487034
2083,4,ssp370,ipsl_cm6a_lr,1182025.83070175
2083,4,ssp585,ipsl_cm6a_lr,534027.102024359
2084,1,ssp126,ipsl_cm6a_lr,4949684.15930599
2084,1,ssp245,ipsl_cm6a_lr,4895722.80956836
2084,1,ssp370,ipsl_cm6a_lr,4449914.9961293
2084,1,ssp585,ipsl_cm6a_lr,4220645.39846546
2084,2,ssp126,ipsl_cm6a_lr,2996985.84124018
2084,2,ssp245,ipsl_cm6a_lr,2788804.09609616
2084,2,ssp370,ipsl_cm6a_lr,2516809.68383074
2084,2,ssp585,ipsl_cm6a_lr,2099878.38703923
2084,3,ssp126,ipsl_cm6a_lr,213312.466516381
2084,3,ssp245,ipsl_cm6a_lr,179226.878857609
2084,3,ssp370,ipsl_cm6a_lr,148667.196886493
2084,3,ssp585,ipsl_cm6a_lr,83975.6522776865
2084,4,ssp126,ipsl_cm6a_lr,1190253.27497333
2084,4,ssp245,ipsl_cm6a_lr,1101003.8468388
2084,4,ssp370,ipsl_cm6a_lr,970357.224663232
2084,4,ssp585,ipsl_cm6a_lr,712604.659288309
2085,1,ssp126,ipsl_cm6a_lr,4769042.62741189
2085,1,ssp245,ipsl_cm6a_lr,4350439.35854201
2085,1,ssp370,ipsl_cm6a_lr,4137536.71893578
2085,1,ssp585,ipsl_cm6a_lr,4435393.25761613
2085,2,ssp126,ipsl_cm6a_lr,2947793.50268325
2085,2,ssp245,ipsl_cm6a_lr,2392388.88019998
2085,2,ssp370,ipsl_cm6a_lr,2184108.63022983
2085,2,ssp585,ipsl_cm6a_lr,2305384.64136442
2085,3,ssp126,ipsl_cm6a_lr,202434.183012469
2085,3,ssp245,ipsl_cm6a_lr,160531.035646751
2085,3,ssp370,ipsl_cm6a_lr,114557.170948996
2085,3,ssp585,ipsl_cm6a_lr,107008.87454024
2085,4,ssp126,ipsl_cm6a_lr,1354360.23744965
2085,4,ssp245,ipsl_cm6a_lr,1243979.5276965
2085,4,ssp370,ipsl_cm6a_lr,810038.686313149
2085,4,ssp585,ipsl_cm6a_lr,689031.20775967
2086,1,ssp126,ipsl_cm6a_lr,4972196.77091163
2086,1,ssp245,ipsl_cm6a_lr,4617840.21410912
2086,1,ssp370,ipsl_cm6a_lr,4604628.53407139
2086,1,ssp585,ipsl_cm6a_lr,4626744.72492019
2086,2,ssp126,ipsl_cm6a_lr,3107979.92876382
2086,2,ssp245,ipsl_cm6a_lr,2404699.58191741
2086,2,ssp370,ipsl_cm6a_lr,2549013.19520111
2086,2,ssp585,ipsl_cm6a_lr,2199965.14721361
2086,3,ssp126,ipsl_cm6a_lr,205882.544094352
2086,3,ssp245,ipsl_cm6a_lr,150194.56608077
2086,3,ssp370,ipsl_cm6a_lr,105881.891183164
2086,3,ssp585,ipsl_cm6a_lr,91901.4895254875
2086,4,ssp126,ipsl_cm6a_lr,1457913.0572628
2086,4,ssp245,ipsl_cm6a_lr,1001878.98702166
2086,4,ssp370,ipsl_cm6a_lr,1014114.49495415
2086,4,ssp585,ipsl_cm6a_lr,433331.678721887
2087,1,ssp126,ipsl_cm6a_lr,4818735.89924056
2087,1,ssp245,ipsl_cm6a_lr,4900186.5860281
2087,1,ssp370,ipsl_cm6a_lr,4799685.28063838
2087,1,ssp585,ipsl_cm6a_lr,4051373.60937219
2087,2,ssp126,ipsl_cm6a_lr,2548612.20720825
2087,2,ssp245,ipsl_cm6a_lr,2674335.43016141
2087,2,ssp370,ipsl_cm6a_lr,2465357.53997904
2087,2,ssp585,ipsl_cm6a_lr,2101314.97843803
2087,3,ssp126,ipsl_cm6a_lr,211388.259287703
2087,3,ssp245,ipsl_cm6a_lr,172624.651560447
2087,3,ssp370,ipsl_cm6a_lr,112194.972254948
2087,3,ssp585,ipsl_cm6a_lr,70102.1617177551
2087,4,ssp126,ipsl_cm6a_lr,1366711.53372115
2087,4,ssp245,ipsl_cm6a_lr,1101378.09680118
2087,4,ssp370,ipsl_cm6a_lr,937532.269606475
2087,4,ssp585,ipsl_cm6a_lr,557099.047403361
2088,1,ssp126,ipsl_cm6a_lr,5211727.40480349
2088,1,ssp245,ipsl_cm6a_lr,4956546.70565871
2088,1,ssp370,ipsl_cm6a_lr,4507918.38823413
2088,1,ssp585,ipsl_cm6a_lr,3993022.20839529
2088,2,ssp126,ipsl_cm6a_lr,3039916.42676122
2088,2,ssp245,ipsl_cm6a_lr,2686640.40244842
2088,2,ssp370,ipsl_cm6a_lr,2425289.417676
2088,2,ssp585,ipsl_cm6a_lr,2066213.41976427
2088,3,ssp126,ipsl_cm6a_lr,190639.209233943
2088,3,ssp245,ipsl_cm6a_lr,167121.947694966
2088,3,ssp370,ipsl_cm6a_lr,139085.604335202
2088,3,ssp585,ipsl_cm6a_lr,84481.6312101104
2088,4,ssp126,ipsl_cm6a_lr,1305524.22401638
2088,4,ssp245,ipsl_cm6a_lr,1150391.57428579
