year,season,scenario,model,snc_mile2
2021,3,ssp126,ensemble_mean,305224.690714882
2021,3,ssp245,ensemble_mean,319995.669188839
2021,3,ssp370,ensemble_mean,320164.459904342
2021,3,ssp585,ensemble_mean,337352.167926208
2021,4,ssp126,ensemble_mean,1556010.48311127
2021,4,ssp245,ensemble_mean,1585187.64837948
2021,4,ssp370,ensemble_mean,1702409.10893052
2021,4,ssp585,ensemble_mean,1596518.91511228
2022,1,ssp126,ensemble_mean,4646336.62657437
2022,1,ssp245,ensemble_mean,4637043.79800052
2022,1,ssp370,ensemble_mean,4646994.54669787
2022,1,ssp585,ensemble_mean,4647705.11584499
2022,2,ssp126,ensemble_mean,2962165.40242255
2022,2,ssp245,ensemble_mean,3054121.56585096
2022,2,ssp370,ensemble_mean,3032980.63941414
2022,2,ssp585,ensemble_mean,2988993.5382074
2022,3,ssp126,ensemble_mean,310492.495602892
2022,3,ssp245,ensemble_mean,316710.85498282
2022,3,ssp370,ensemble_mean,309982.901190991
2022,3,ssp585,ensemble_mean,312744.268419196
2022,4,ssp126,ensemble_mean,1643384.26091266
2022,4,ssp245,ensemble_mean,1623489.95785082
2022,4,ssp370,ensemble_mean,1603717.02230338
2022,4,ssp585,ensemble_mean,1595848.80194686
2023,1,ssp126,ensemble_mean,4662788.56453276
2023,1,ssp245,ensemble_mean,4618983.09427595
2023,1,ssp370,ensemble_mean,4737032.18271395
2023,1,ssp585,ensemble_mean,4670120.32349532
2023,2,ssp126,ensemble_mean,3003290.72488442
2023,2,ssp245,ensemble_mean,3082647.10970804
2023,2,ssp370,ensemble_mean,3044883.73454218
2023,2,ssp585,ensemble_mean,3019077.73526842
2023,3,ssp126,ensemble_mean,330305.529742034
2023,3,ssp245,ensemble_mean,314307.920106674
2023,3,ssp370,ensemble_mean,297637.611523098
2023,3,ssp585,ensemble_mean,289728.845257826
2023,4,ssp126,ensemble_mean,1609792.77085783
2023,4,ssp245,ensemble_mean,1570993.52814598
2023,4,ssp370,ensemble_mean,1648616.75178141
2023,4,ssp585,ensemble_mean,1537549.4432186
2024,1,ssp126,ensemble_mean,4659374.88693331
2024,1,ssp245,ensemble_mean,4727246.3031779
2024,1,ssp370,ensemble_mean,4672677.16666035
2024,1,ssp585,ensemble_mean,4538407.3584048
2024,2,ssp126,ensemble_mean,2974271.86514516
2024,2,ssp245,ensemble_mean,2966383.03257272
2024,2,ssp370,ensemble_mean,2961508.95994424
2024,2,ssp585,ensemble_mean,2985670.14652081
2024,3,ssp126,ensemble_mean,289994.596964098
2024,3,ssp245,ensemble_mean,303622.365970806
2024,3,ssp370,ensemble_mean,321859.012306895
2024,3,ssp585,ensemble_mean,296424.564126746
2024,4,ssp126,ensemble_mean,1526482.74241855
2024,4,ssp245,ensemble_mean,1583665.89152967
2024,4,ssp370,ensemble_mean,1576356.21487927
2024,4,ssp585,ensemble_mean,1564265.23705275
2025,1,ssp126,ensemble_mean,4631830.14213696
2025,1,ssp245,ensemble_mean,4582864.01720366
2025,1,ssp370,ensemble_mean,4616977.16700591
2025,1,ssp585,ensemble_mean,4621114.03973769
2025,2,ssp126,ensemble_mean,2990410.19123153
2025,2,ssp245,ensemble_mean,3080360.77014442
2025,2,ssp370,ensemble_mean,2998698.45101055
2025,2,ssp585,ensemble_mean,2956514.27461586
2025,3,ssp126,ensemble_mean,287039.520233035
2025,3,ssp245,ensemble_mean,309303.050706041
2025,3,ssp370,ensemble_mean,313297.710309036
2025,3,ssp585,ensemble_mean,297846.946841615
2025,4,ssp126,ensemble_mean,1541442.22613043
2025,4,ssp245,ensemble_mean,1617103.47040987
2025,4,ssp370,ensemble_mean,1650144.31367347
2025,4,ssp585,ensemble_mean,1547413.75410358
2026,1,ssp126,ensemble_mean,4549105.18807502
2026,1,ssp245,ensemble_mean,4671020.6547085
2026,1,ssp370,ensemble_mean,4640572.99410446
2026,1,ssp585,ensemble_mean,4612132.82893917
2026,2,ssp126,ensemble_mean,2950628.30972668
2026,2,ssp245,ensemble_mean,3093644.09635621
2026,2,ssp370,ensemble_mean,2999957.40515611
2026,2,ssp585,ensemble_mean,2964636.16180896
2026,3,ssp126,ensemble_mean,284710.979522171
2026,3,ssp245,ensemble_mean,285432.91751093
2026,3,ssp370,ensemble_mean,287154.141211655
2026,3,ssp585,ensemble_mean,314812.636021615
2026,4,ssp126,ensemble_mean,1567517.73535754
2026,4,ssp245,ensemble_mean,1539892.62364538
2026,4,ssp370,ensemble_mean,1575323.29962389
2026,4,ssp585,ensemble_mean,1591901.43852692
2027,1,ssp126,ensemble_mean,4744424.19577598
2027,1,ssp245,ensemble_mean,4598445.5117763
2027,1,ssp370,ensemble_mean,4695066.5936937
2027,1,ssp585,ensemble_mean,4659064.92033468
2027,2,ssp126,ensemble_mean,3137256.08015995
2027,2,ssp245,ensemble_mean,2973609.70869201
2027,2,ssp370,ensemble_mean,2932707.16106173
2027,2,ssp585,ensemble_mean,3058184.59336868
2027,3,ssp126,ensemble_mean,297239.474905356
2027,3,ssp245,ensemble_mean,310009.316661622
2027,3,ssp370,ensemble_mean,306511.370519314
2027,3,ssp585,ensemble_mean,310075.036705964
2027,4,ssp126,ensemble_mean,1609366.07243161
2027,4,ssp245,ensemble_mean,1576981.00443077
2027,4,ssp370,ensemble_mean,1577055.92940865
2027,4,ssp585,ensemble_mean,1650100.86517355
2028,1,ssp126,ensemble_mean,4593026.71415
2028,1,ssp245,ensemble_mean,4594443.7817084
2028,1,ssp370,ensemble_mean,4698256.50850562
2028,1,ssp585,ensemble_mean,4484543.38400368
2028,2,ssp126,ensemble_mean,2976762.14222478
2028,2,ssp245,ensemble_mean,2978255.89503632
2028,2,ssp370,ensemble_mean,2950736.05322486
2028,2,ssp585,ensemble_mean,2854845.23674995
2028,3,ssp126,ensemble_mean,298747.310126163
2028,3,ssp245,ensemble_mean,294935.317336243
2028,3,ssp370,ensemble_mean,281527.458337931
2028,3,ssp585,ensemble_mean,289800.322718565
2028,4,ssp126,ensemble_mean,1606194.5996423
2028,4,ssp245,ensemble_mean,1490849.51879166
2028,4,ssp370,ensemble_mean,1546909.87644277
2028,4,ssp585,ensemble_mean,1551832.73453117
2029,1,ssp126,ensemble_mean,4643874.07897237
2029,1,ssp245,ensemble_mean,4684720.25948126
2029,1,ssp370,ensemble_mean,4684867.88537967
2029,1,ssp585,ensemble_mean,4518659.12381408
2029,2,ssp126,ensemble_mean,2961281.55380726
2029,2,ssp245,ensemble_mean,2977607.26824544
2029,2,ssp370,ensemble_mean,3045615.60443931
2029,2,ssp585,ensemble_mean,2920542.7243905
2029,3,ssp126,ensemble_mean,305476.858340968
2029,3,ssp245,ensemble_mean,281135.216437497
2029,3,ssp370,ensemble_mean,288762.258689544
2029,3,ssp585,ensemble_mean,267197.41915439
2029,4,ssp126,ensemble_mean,1563986.81465823
2029,4,ssp245,ensemble_mean,1543860.69286111
2029,4,ssp370,ensemble_mean,1616824.48090588
2029,4,ssp585,ensemble_mean,1489581.78639274
2030,1,ssp126,ensemble_mean,4653259.8096606
2030,1,ssp245,ensemble_mean,4600213.86800349
2030,1,ssp370,ensemble_mean,4606684.62070098
2030,1,ssp585,ensemble_mean,4591981.06956726
2030,2,ssp126,ensemble_mean,2865092.48232738
2030,2,ssp245,ensemble_mean,2997376.75081875
2030,2,ssp370,ensemble_mean,2985457.5502767
2030,2,ssp585,ensemble_mean,2975229.69894373
2030,3,ssp126,ensemble_mean,305344.975801689
2030,3,ssp245,ensemble_mean,307601.107393319
2030,3,ssp370,ensemble_mean,315462.291907792
2030,3,ssp585,ensemble_mean,289801.068897371
2030,4,ssp126,ensemble_mean,1599797.10176394
2030,4,ssp245,ensemble_mean,1618980.79475578
2030,4,ssp370,ensemble_mean,1619840.17070337
2030,4,ssp585,ensemble_mean,1570263.21075787
2031,1,ssp126,ensemble_mean,4606892.21267245
2031,1,ssp245,ensemble_mean,4562845.59717426
2031,1,ssp370,ensemble_mean,4525479.79335494
2031,1,ssp585,ensemble_mean,4608718.73143756
2031,2,ssp126,ensemble_mean,2913447.92855754
2031,2,ssp245,ensemble_mean,2956585.30153051
2031,2,ssp370,ensemble_mean,2941754.79037678
2031,2,ssp585,ensemble_mean,2899455.47613951
2031,3,ssp126,ensemble_mean,296929.22567186
2031,3,ssp245,ensemble_mean,293353.61010565
2031,3,ssp370,ensemble_mean,292355.865567208
2031,3,ssp585,ensemble_mean,292056.804660119
2031,4,ssp126,ensemble_mean,1560804.51584692
2031,4,ssp245,ensemble_mean,1587405.11493481
2031,4,ssp370,ensemble_mean,1493832.55816333
2031,4,ssp585,ensemble_mean,1543571.11172589
2032,1,ssp126,ensemble_mean,4571915.37811973
2032,1,ssp245,ensemble_mean,4636546.78623203
2032,1,ssp370,ensemble_mean,4649500.08123657
2032,1,ssp585,ensemble_mean,4462103.65209026
2032,2,ssp126,ensemble_mean,2918433.87154194
2032,2,ssp245,ensemble_mean,2931581.08899625
2032,2,ssp370,ensemble_mean,3058661.15177072
2032,2,ssp585,ensemble_mean,2911619.90707731
2032,3,ssp126,ensemble_mean,284216.151242631
2032,3,ssp245,ensemble_mean,285156.039096499
2032,3,ssp370,ensemble_mean,298827.271170376
2032,3,ssp585,ensemble_mean,271645.298942492
2032,4,ssp126,ensemble_mean,1532055.28311292
2032,4,ssp245,ensemble_mean,1544862.87929776
2032,4,ssp370,ensemble_mean,1616658.9516886
2032,4,ssp585,ensemble_mean,1493539.72613082
2033,1,ssp126,ensemble_mean,4659554.3527499
2033,1,ssp245,ensemble_mean,4626071.46994099
2033,1,ssp370,ensemble_mean,4650436.32916479
2033,1,ssp585,ensemble_mean,4547777.56113195
2033,2,ssp126,ensemble_mean,3041224.85283826
2033,2,ssp245,ensemble_mean,2994384.96153597
2033,2,ssp370,ensemble_mean,2922305.71006175
2033,2,ssp585,ensemble_mean,2982953.05447598
2033,3,ssp126,ensemble_mean,263399.864970574
2033,3,ssp245,ensemble_mean,295859.394374185
2033,3,ssp370,ensemble_mean,254826.870652473
2033,3,ssp585,ensemble_mean,298370.430629163
2033,4,ssp126,ensemble_mean,1568645.52792678
2033,4,ssp245,ensemble_mean,1542953.82291743
2033,4,ssp370,ensemble_mean,1537429.92745957
2033,4,ssp585,ensemble_mean,1489028.11550708
2034,1,ssp126,ensemble_mean,4562733.15785539
2034,1,ssp245,ensemble_mean,4546647.91274031
2034,1,ssp370,ensemble_mean,4498568.37922726
2034,1,ssp585,ensemble_mean,4530299.7721616
2034,2,ssp126,ensemble_mean,2973636.9617648
2034,2,ssp245,ensemble_mean,2899104.82960063
2034,2,ssp370,ensemble_mean,2854014.14689394
2034,2,ssp585,ensemble_mean,2892908.47323806
2034,3,ssp126,ensemble_mean,293546.892742208
2034,3,ssp245,ensemble_mean,302659.525386865
2034,3,ssp370,ensemble_mean,278089.305638717
2034,3,ssp585,ensemble_mean,270606.138535124
2034,4,ssp126,ensemble_mean,1595195.39824982
2034,4,ssp245,ensemble_mean,1585861.22963413
2034,4,ssp370,ensemble_mean,1543465.98421823
2034,4,ssp585,ensemble_mean,1557235.46079238
2035,1,ssp126,ensemble_mean,4619435.10482965
2035,1,ssp245,ensemble_mean,4569475.85098044
2035,1,ssp370,ensemble_mean,4561134.82870626
2035,1,ssp585,ensemble_mean,4583326.19247321
2035,2,ssp126,ensemble_mean,3000006.10087167
2035,2,ssp245,ensemble_mean,2955296.53669446
2035,2,ssp370,ensemble_mean,2928188.93501718
2035,2,ssp585,ensemble_mean,2888842.82554421
2035,3,ssp126,ensemble_mean,315878.02310752
2035,3,ssp245,ensemble_mean,285372.660093998
2035,3,ssp370,ensemble_mean,271040.284772909
2035,3,ssp585,ensemble_mean,276950.701065276
2035,4,ssp126,ensemble_mean,1513383.01144066
2035,4,ssp245,ensemble_mean,1527605.3928439
2035,4,ssp370,ensemble_mean,1469174.86753803
2035,4,ssp585,ensemble_mean,1495077.91592173
2036,1,ssp126,ensemble_mean,4540287.62246701
2036,1,ssp245,ensemble_mean,4549869.33293824
2036,1,ssp370,ensemble_mean,4474114.01800051
2036,1,ssp585,ensemble_mean,4498908.96395843
2036,2,ssp126,ensemble_mean,2941562.11812425
2036,2,ssp245,ensemble_mean,2974788.72855168
2036,2,ssp370,ensemble_mean,2840392.50989895
2036,2,ssp585,ensemble_mean,2833720.49580921
2036,3,ssp126,ensemble_mean,265403.16300498
2036,3,ssp245,ensemble_mean,306474.954981467
2036,3,ssp370,ensemble_mean,274417.048331201
2036,3,ssp585,ensemble_mean,280866.631800312
2036,4,ssp126,ensemble_mean,1528071.33145215
2036,4,ssp245,ensemble_mean,1515842.39268582
2036,4,ssp370,ensemble_mean,1549646.52875571
2036,4,ssp585,ensemble_mean,1495873.26357873
2037,1,ssp126,ensemble_mean,4505906.83449065
2037,1,ssp245,ensemble_mean,4548095.99946091
2037,1,ssp370,ensemble_mean,4603952.57924185
2037,1,ssp585,ensemble_mean,4411244.48206086
2037,2,ssp126,ensemble_mean,2847210.26661174
2037,2,ssp245,ensemble_mean,2971509.94799328
2037,2,ssp370,ensemble_mean,2911762.72195268
2037,2,ssp585,ensemble_mean,2832820.4193432
2037,3,ssp126,ensemble_mean,256876.785811508
2037,3,ssp245,ensemble_mean,291631.667118449
2037,3,ssp370,ensemble_mean,302631.601978408
2037,3,ssp585,ensemble_mean,281040.554617806
2037,4,ssp126,ensemble_mean,1511333.62243609
2037,4,ssp245,ensemble_mean,1530226.70179892
2037,4,ssp370,ensemble_mean,1524097.40177123
2037,4,ssp585,ensemble_mean,1499061.05099466
2038,1,ssp126,ensemble_mean,4635469.23673068
2038,1,ssp245,ensemble_mean,4575425.42393097
2038,1,ssp370,ensemble_mean,4674464.04566716
2038,1,ssp585,ensemble_mean,4577676.73257084
2038,2,ssp126,ensemble_mean,2906158.48063583
2038,2,ssp245,ensemble_mean,2947765.50221101
2038,2,ssp370,ensemble_mean,2988287.31846484
2038,2,ssp585,ensemble_mean,2860316.80505451
2038,3,ssp126,ensemble_mean,281638.8931284
2038,3,ssp245,ensemble_mean,281656.79101685
2038,3,ssp370,ensemble_mean,277296.535667193
2038,3,ssp585,ensemble_mean,291400.085300933
2038,4,ssp126,ensemble_mean,1412939.33865588
2038,4,ssp245,ensemble_mean,1497228.10309043
2038,4,ssp370,ensemble_mean,1569789.46874788
2038,4,ssp585,ensemble_mean,1510869.09252484
2039,1,ssp126,ensemble_mean,4588260.30008561
2039,1,ssp245,ensemble_mean,4529345.70019627
2039,1,ssp370,ensemble_mean,4586437.32783272
2039,1,ssp585,ensemble_mean,4478994.8167938
2039,2,ssp126,ensemble_mean,2897395.86139652
2039,2,ssp245,ensemble_mean,2896360.74555141
2039,2,ssp370,ensemble_mean,2899581.63305673
2039,2,ssp585,ensemble_mean,2887506.08507041
2039,3,ssp126,ensemble_mean,300088.577109901
2039,3,ssp245,ensemble_mean,262244.521445812
2039,3,ssp370,ensemble_mean,284546.650263134
2039,3,ssp585,ensemble_mean,246472.675719924
2039,4,ssp126,ensemble_mean,1490869.74508559
2039,4,ssp245,ensemble_mean,1435698.54434663
2039,4,ssp370,ensemble_mean,1478038.40297578
2039,4,ssp585,ensemble_mean,1536783.55893555
2040,1,ssp126,ensemble_mean,4471591.17270171
2040,1,ssp245,ensemble_mean,4494025.51244439
2040,1,ssp370,ensemble_mean,4429426.46658936
2040,1,ssp585,ensemble_mean,4490101.94536537
2040,2,ssp126,ensemble_mean,2856437.75841079
2040,2,ssp245,ensemble_mean,2833883.54711332
2040,2,ssp370,ensemble_mean,2899923.88092088
2040,2,ssp585,ensemble_mean,2756361.72027513
2040,3,ssp126,ensemble_mean,273593.782977915
2040,3,ssp245,ensemble_mean,255957.522908242
2040,3,ssp370,ensemble_mean,290520.115403192
2040,3,ssp585,ensemble_mean,266829.713364427
2040,4,ssp126,ensemble_mean,1552718.34318988
2040,4,ssp245,ensemble_mean,1506600.88837217
2040,4,ssp370,ensemble_mean,1488598.14638807
2040,4,ssp585,ensemble_mean,1585080.55310052
2041,1,ssp126,ensemble_mean,4579060.80424039
2041,1,ssp245,ensemble_mean,4541562.31448736
2041,1,ssp370,ensemble_mean,4516382.59722388
2041,1,ssp585,ensemble_mean,4493514.47374602
2041,2,ssp126,ensemble_mean,2924225.76908083
2041,2,ssp245,ensemble_mean,2874865.60036979
2041,2,ssp370,ensemble_mean,2911980.9245597
2041,2,ssp585,ensemble_mean,2844628.26461421
2041,3,ssp126,ensemble_mean,291034.893862989
2041,3,ssp245,ensemble_mean,235106.502241774
2041,3,ssp370,ensemble_mean,297844.470710248
2041,3,ssp585,ensemble_mean,247462.358800286
2041,4,ssp126,ensemble_mean,1529830.72079393
2041,4,ssp245,ensemble_mean,1476454.93561437
2041,4,ssp370,ensemble_mean,1430098.26233809
2041,4,ssp585,ensemble_mean,1419273.61306427
2042,1,ssp126,ensemble_mean,4557616.13454503
2042,1,ssp245,ensemble_mean,4547026.74793646
2042,1,ssp370,ensemble_mean,4507369.73439512
2042,1,ssp585,ensemble_mean,4343261.97106857
2042,2,ssp126,ensemble_mean,2889579.38195769
2042,2,ssp245,ensemble_mean,2853907.54190234
2042,2,ssp370,ensemble_mean,2911838.91994712
2042,2,ssp585,ensemble_mean,2723052.88294972
2042,3,ssp126,ensemble_mean,266148.813117854
2042,3,ssp245,ensemble_mean,251203.635054238
2042,3,ssp370,ensemble_mean,280138.412610981
2042,3,ssp585,ensemble_mean,249074.60947605
2042,4,ssp126,ensemble_mean,1488260.94501448
2042,4,ssp245,ensemble_mean,1487446.05185605
2042,4,ssp370,ensemble_mean,1457854.91186122
2042,4,ssp585,ensemble_mean,1414741.39550975
2043,1,ssp126,ensemble_mean,4425666.65547975
2043,1,ssp245,ensemble_mean,4483942.3212021
2043,1,ssp370,ensemble_mean,4622724.51161978
2043,1,ssp585,ensemble_mean,4365742.08776873
2043,2,ssp126,ensemble_mean,2906023.83729036
2043,2,ssp245,ensemble_mean,2831952.96239733
2043,2,ssp370,ensemble_mean,2953586.10228969
2043,2,ssp585,ensemble_mean,2758834.85950686
2043,3,ssp126,ensemble_mean,267745.176125438
2043,3,ssp245,ensemble_mean,274192.050535576
2043,3,ssp370,ensemble_mean,260978.397947347
2043,3,ssp585,ensemble_mean,247989.11934406
2043,4,ssp126,ensemble_mean,1479603.98618088
2043,4,ssp245,ensemble_mean,1517553.40276249
2043,4,ssp370,ensemble_mean,1467377.03656377
2043,4,ssp585,ensemble_mean,1410089.07100428
2044,1,ssp126,ensemble_mean,4673819.94274741
2044,1,ssp245,ensemble_mean,4470661.92978486
2044,1,ssp370,ensemble_mean,4587809.01431433
2044,1,ssp585,ensemble_mean,4345400.22400102
2044,2,ssp126,ensemble_mean,2919105.25511217
2044,2,ssp245,ensemble_mean,2774319.20274309
2044,2,ssp370,ensemble_mean,2905426.90086615
2044,2,ssp585,ensemble_mean,2717190.92742746
2044,3,ssp126,ensemble_mean,257214.28253196
2044,3,ssp245,ensemble_mean,251601.394173073
2044,3,ssp370,ensemble_mean,297089.265205805
2044,3,ssp585,ensemble_mean,256155.83034661
2044,4,ssp126,ensemble_mean,1427463.51042362
2044,4,ssp245,ensemble_mean,1463296.0107535
2044,4,ssp370,ensemble_mean,1479549.49461888
2044,4,ssp585,ensemble_mean,1373472.00465099
2045,1,ssp126,ensemble_mean,4484470.28758704
2045,1,ssp245,ensemble_mean,4464749.153454
2045,1,ssp370,ensemble_mean,4480178.30955085
2045,1,ssp585,ensemble_mean,4315402.22212222
2045,2,ssp126,ensemble_mean,2900483.48417118
2045,2,ssp245,ensemble_mean,2910989.61154646
2045,2,ssp370,ensemble_mean,2830017.66698843
2045,2,ssp585,ensemble_mean,2733187.21722822
2045,3,ssp126,ensemble_mean,272780.830300385
2045,3,ssp245,ensemble_mean,250325.996263867
2045,3,ssp370,ensemble_mean,286225.745378572
2045,3,ssp585,ensemble_mean,216460.018437378
2045,4,ssp126,ensemble_mean,1510042.78952647
2045,4,ssp245,ensemble_mean,1418809.79809057
2045,4,ssp370,ensemble_mean,1454766.77184282
2045,4,ssp585,ensemble_mean,1390632.20261152
2046,1,ssp126,ensemble_mean,4482615.69956942
2046,1,ssp245,ensemble_mean,4512971.75389068
2046,1,ssp370,ensemble_mean,4397413.1992207
2046,1,ssp585,ensemble_mean,4383617.41596625
2046,2,ssp126,ensemble_mean,2840305.03351445
2046,2,ssp245,ensemble_mean,2866290.95911132
2046,2,ssp370,ensemble_mean,2789763.32408509
2046,2,ssp585,ensemble_mean,2775941.5306079
2046,3,ssp126,ensemble_mean,265043.995715261
2046,3,ssp245,ensemble_mean,258932.084153969
2046,3,ssp370,ensemble_mean,243982.061613509
2046,3,ssp585,ensemble_mean,220646.062483219
2046,4,ssp126,ensemble_mean,1462031.9607643
2046,4,ssp245,ensemble_mean,1417188.38909532
2046,4,ssp370,ensemble_mean,1418493.12885735
2046,4,ssp585,ensemble_mean,1405574.26097547
2047,1,ssp126,ensemble_mean,4467135.03661051
2047,1,ssp245,ensemble_mean,4503921.31692923
2047,1,ssp370,ensemble_mean,4510464.5169589
2047,1,ssp585,ensemble_mean,4469206.80499387
2047,2,ssp126,ensemble_mean,2792674.34651063
2047,2,ssp245,ensemble_mean,2873467.35453618
2047,2,ssp370,ensemble_mean,2797487.28317624
2047,2,ssp585,ensemble_mean,2866807.36759647
2047,3,ssp126,ensemble_mean,255328.313504463
2047,3,ssp245,ensemble_mean,263602.635234844
2047,3,ssp370,ensemble_mean,230140.054501339
2047,3,ssp585,ensemble_mean,216961.059869467
2047,4,ssp126,ensemble_mean,1468130.4389576
2047,4,ssp245,ensemble_mean,1394445.25878772
2047,4,ssp370,ensemble_mean,1465121.26201858
2047,4,ssp585,ensemble_mean,1302257.13031182
2048,1,ssp126,ensemble_mean,4505195.1588993
2048,1,ssp245,ensemble_mean,4479904.49771012
2048,1,ssp370,ensemble_mean,4516820.0282799
2048,1,ssp585,ensemble_mean,4370862.998564
2048,2,ssp126,ensemble_mean,2810352.2580558
2048,2,ssp245,ensemble_mean,2831966.0851115
2048,2,ssp370,ensemble_mean,2781566.3604559
2048,2,ssp585,ensemble_mean,2683538.76251247
2048,3,ssp126,ensemble_mean,272921.792578572
2048,3,ssp245,ensemble_mean,246573.155245793
2048,3,ssp370,ensemble_mean,241489.694931713
2048,3,ssp585,ensemble_mean,216509.163199294
2048,4,ssp126,ensemble_mean,1558349.08403387
2048,4,ssp245,ensemble_mean,1469001.31003901
2048,4,ssp370,ensemble_mean,1435446.88097935
2048,4,ssp585,ensemble_mean,1342506.10616953
2049,1,ssp126,ensemble_mean,4581867.97760176
2049,1,ssp245,ensemble_mean,4461347.84833398
2049,1,ssp370,ensemble_mean,4428359.90891937
2049,1,ssp585,ensemble_mean,4367644.37932311
2049,2,ssp126,ensemble_mean,2942824.46880194
2049,2,ssp245,ensemble_mean,2711697.91605743
2049,2,ssp370,ensemble_mean,2738333.13469641
2049,2,ssp585,ensemble_mean,2648898.33707442
2049,3,ssp126,ensemble_mean,278559.808126323
2049,3,ssp245,ensemble_mean,246697.223367313
2049,3,ssp370,ensemble_mean,248964.885731266
2049,3,ssp585,ensemble_mean,207908.454673323
2049,4,ssp126,ensemble_mean,1438679.91240969
2049,4,ssp245,ensemble_mean,1357943.22260863
2049,4,ssp370,ensemble_mean,1437987.64504458
2049,4,ssp585,ensemble_mean,1268555.2274481
2050,1,ssp126,ensemble_mean,4578622.29367748
2050,1,ssp245,ensemble_mean,4428519.32974008
2050,1,ssp370,ensemble_mean,4534785.4975099
2050,1,ssp585,ensemble_mean,4332271.06484839
2050,2,ssp126,ensemble_mean,2968691.50442409
2050,2,ssp245,ensemble_mean,2852304.32762259
2050,2,ssp370,ensemble_mean,2860124.33212251
2050,2,ssp585,ensemble_mean,2637915.98062797
2050,3,ssp126,ensemble_mean,269846.049891754
2050,3,ssp245,ensemble_mean,249299.065994225
2050,3,ssp370,ensemble_mean,239223.094780292
2050,3,ssp585,ensemble_mean,206858.110628143
2050,4,ssp126,ensemble_mean,1502350.27838946
2050,4,ssp245,ensemble_mean,1447496.02594118
2050,4,ssp370,ensemble_mean,1431679.84403555
2050,4,ssp585,ensemble_mean,1332697.76993788
2051,1,ssp126,ensemble_mean,4488411.31320643
2051,1,ssp245,ensemble_mean,4515625.34410615
2051,1,ssp370,ensemble_mean,4451564.24454387
2051,1,ssp585,ensemble_mean,4356029.08251601
2051,2,ssp126,ensemble_mean,2812961.82971649
2051,2,ssp245,ensemble_mean,2843474.91097199
2051,2,ssp370,ensemble_mean,2726758.10250194
2051,2,ssp585,ensemble_mean,2735355.53929812
2051,3,ssp126,ensemble_mean,268358.901455776
2051,3,ssp245,ensemble_mean,255351.995019874
2051,3,ssp370,ensemble_mean,239093.522201971
2051,3,ssp585,ensemble_mean,221151.233501172
2051,4,ssp126,ensemble_mean,1400192.17744484
2051,4,ssp245,ensemble_mean,1436610.15567346
2051,4,ssp370,ensemble_mean,1300410.40401171
2051,4,ssp585,ensemble_mean,1293131.46296098
2052,1,ssp126,ensemble_mean,4432451.8446749
2052,1,ssp245,ensemble_mean,4552342.58016127
2052,1,ssp370,ensemble_mean,4387210.86750107
2052,1,ssp585,ensemble_mean,4369900.65851496
2052,2,ssp126,ensemble_mean,2857529.46334691
2052,2,ssp245,ensemble_mean,2840617.31434811
2052,2,ssp370,ensemble_mean,2759437.53483789
2052,2,ssp585,ensemble_mean,2739383.77896107
2052,3,ssp126,ensemble_mean,287906.121965509
2052,3,ssp245,ensemble_mean,247275.536318571
2052,3,ssp370,ensemble_mean,238600.657694514
2052,3,ssp585,ensemble_mean,209133.622993349
2052,4,ssp126,ensemble_mean,1500158.54571002
2052,4,ssp245,ensemble_mean,1369230.35076495
2052,4,ssp370,ensemble_mean,1409093.6050737
2052,4,ssp585,ensemble_mean,1303551.40967641
2053,1,ssp126,ensemble_mean,4593075.22770426
2053,1,ssp245,ensemble_mean,4472491.92701338
2053,1,ssp370,ensemble_mean,4421856.7677273
2053,1,ssp585,ensemble_mean,4336932.94951402
2053,2,ssp126,ensemble_mean,2937490.36558211
2053,2,ssp245,ensemble_mean,2805433.12532304
2053,2,ssp370,ensemble_mean,2727847.13911349
2053,2,ssp585,ensemble_mean,2727741.46354683
2053,3,ssp126,ensemble_mean,253828.306747269
2053,3,ssp245,ensemble_mean,277846.928344256
2053,3,ssp370,ensemble_mean,222897.733493932
2053,3,ssp585,ensemble_mean,212383.773845493
2053,4,ssp126,ensemble_mean,1494011.17212332
2053,4,ssp245,ensemble_mean,1406084.23247321
2053,4,ssp370,ensemble_mean,1331941.93967982
2053,4,ssp585,ensemble_mean,1280935.09653636
2054,1,ssp126,ensemble_mean,4516755.32176839
2054,1,ssp245,ensemble_mean,4443898.33185199
2054,1,ssp370,ensemble_mean,4285469.5834582
2054,1,ssp585,ensemble_mean,4306411.40551633
2054,2,ssp126,ensemble_mean,2887661.58339294
2054,2,ssp245,ensemble_mean,2852618.38247352
2054,2,ssp370,ensemble_mean,2750307.09183956
2054,2,ssp585,ensemble_mean,2753242.39048313
2054,3,ssp126,ensemble_mean,277407.376864242
2054,3,ssp245,ensemble_mean,259014.268199674
2054,3,ssp370,ensemble_mean,218892.034551081
2054,3,ssp585,ensemble_mean,215160.838111027
2054,4,ssp126,ensemble_mean,1489597.36493757
2054,4,ssp245,ensemble_mean,1430519.76532972
2054,4,ssp370,ensemble_mean,1329541.69229839
2054,4,ssp585,ensemble_mean,1248697.00519243
2055,1,ssp126,ensemble_mean,4455221.24050776
2055,1,ssp245,ensemble_mean,4415091.10963408
2055,1,ssp370,ensemble_mean,4431839.15566981
2055,1,ssp585,ensemble_mean,4239073.05349986
2055,2,ssp126,ensemble_mean,2852615.95959537
2055,2,ssp245,ensemble_mean,2833158.15851865
2055,2,ssp370,ensemble_mean,2801524.43783634
