year,scenario,model,snc_mile2
2088,ssp245,mri_esm2_0,2276286.92163499
2089,ssp245,mri_esm2_0,2137799.32256737
2090,ssp245,mri_esm2_0,1979873.24072638
2091,ssp245,mri_esm2_0,2075568.40627814
2092,ssp245,mri_esm2_0,2422730.72283791
2093,ssp245,mri_esm2_0,2309200.05813146
2094,ssp245,mri_esm2_0,2224816.48416765
2095,ssp245,mri_esm2_0,2213841.62709084
2096,ssp245,mri_esm2_0,2111344.33216386
2097,ssp245,mri_esm2_0,2087750.21674059
2098,ssp245,mri_esm2_0,2294586.02523079
2099,ssp245,mri_esm2_0,2234611.3251266
2100,ssp245,mri_esm2_0,2227470.28509978
2015,ssp370,mri_esm2_0,2453827.49125542
2016,ssp370,mri_esm2_0,2618239.20476898
2017,ssp370,mri_esm2_0,2510799.95816298
2018,ssp370,mri_esm2_0,2655256.09152885
2019,ssp370,mri_esm2_0,2575854.74728367
2020,ssp370,mri_esm2_0,2596472.99494994
2021,ssp370,mri_esm2_0,2394148.73150814
2022,ssp370,mri_esm2_0,2505265.5589501
2023,ssp370,mri_esm2_0,2538347.54873449
2024,ssp370,mri_esm2_0,2551097.8133188
2025,ssp370,mri_esm2_0,2447337.2809233
2026,ssp370,mri_esm2_0,2266379.40893622
2027,ssp370,mri_esm2_0,2411930.40751498
2028,ssp370,mri_esm2_0,2411576.16057624
2029,ssp370,mri_esm2_0,2496469.81711821
2030,ssp370,mri_esm2_0,2549195.74602555
2031,ssp370,mri_esm2_0,2451045.06793925
2032,ssp370,mri_esm2_0,2417424.89779466
2033,ssp370,mri_esm2_0,2515564.41894476
2034,ssp370,mri_esm2_0,2350095.09295703
2035,ssp370,mri_esm2_0,2543708.54983745
2036,ssp370,mri_esm2_0,2501839.89708182
2037,ssp370,mri_esm2_0,2415778.99139419
2038,ssp370,mri_esm2_0,2440422.79441062
2039,ssp370,mri_esm2_0,2550192.01853562
2040,ssp370,mri_esm2_0,2380177.56690309
2041,ssp370,mri_esm2_0,2457332.06025887
2042,ssp370,mri_esm2_0,2479983.30220875
2043,ssp370,mri_esm2_0,2340284.45930286
2044,ssp370,mri_esm2_0,2364649.86906465
2045,ssp370,mri_esm2_0,2554118.66872379
2046,ssp370,mri_esm2_0,2382963.0167149
2047,ssp370,mri_esm2_0,2236142.56006811
2048,ssp370,mri_esm2_0,2226427.75179863
2049,ssp370,mri_esm2_0,2253110.17545393
2050,ssp370,mri_esm2_0,2434792.03797384
2051,ssp370,mri_esm2_0,2323528.14300476
2052,ssp370,mri_esm2_0,2336541.29631961
2053,ssp370,mri_esm2_0,2267143.5120842
2054,ssp370,mri_esm2_0,2096465.03750143
2055,ssp370,mri_esm2_0,2295618.44158547
2056,ssp370,mri_esm2_0,2300139.80507705
2057,ssp370,mri_esm2_0,2146980.96019704
2058,ssp370,mri_esm2_0,2243128.26873202
2059,ssp370,mri_esm2_0,2309096.70468298
2060,ssp370,mri_esm2_0,2316331.95946675
2061,ssp370,mri_esm2_0,2143846.90815701
2062,ssp370,mri_esm2_0,2343708.89851992
2063,ssp370,mri_esm2_0,2360285.43969146
2064,ssp370,mri_esm2_0,2269330.75509013
2065,ssp370,mri_esm2_0,2316181.1209879
2066,ssp370,mri_esm2_0,2153678.24665676
2067,ssp370,mri_esm2_0,2098488.7015862
2068,ssp370,mri_esm2_0,2213396.4689982
2069,ssp370,mri_esm2_0,2122950.05607827
2070,ssp370,mri_esm2_0,2240357.60813505
2071,ssp370,mri_esm2_0,2061090.56209578
2072,ssp370,mri_esm2_0,2108997.01697367
2073,ssp370,mri_esm2_0,2143965.58992701
2074,ssp370,mri_esm2_0,1937609.0959999
2075,ssp370,mri_esm2_0,2087310.29316455
2076,ssp370,mri_esm2_0,2149022.83720257
2077,ssp370,mri_esm2_0,2082752.42419692
2078,ssp370,mri_esm2_0,2093508.22092285
2079,ssp370,mri_esm2_0,1992744.47364768
2080,ssp370,mri_esm2_0,1994450.70978328
2081,ssp370,mri_esm2_0,2033977.47395432
2082,ssp370,mri_esm2_0,2184048.59245512
2083,ssp370,mri_esm2_0,2233145.31046036
2084,ssp370,mri_esm2_0,2010314.19408436
2085,ssp370,mri_esm2_0,2113083.70324733
2086,ssp370,mri_esm2_0,1895632.8621835
2087,ssp370,mri_esm2_0,1894239.17677054
2088,ssp370,mri_esm2_0,1998446.71589224
2089,ssp370,mri_esm2_0,1965285.14157767
2090,ssp370,mri_esm2_0,2146360.62980682
2091,ssp370,mri_esm2_0,1954838.40777753
2092,ssp370,mri_esm2_0,2000532.26492852
2093,ssp370,mri_esm2_0,1939267.80235264
2094,ssp370,mri_esm2_0,1850340.07203835
2095,ssp370,mri_esm2_0,1817265.53874404
2096,ssp370,mri_esm2_0,1889351.12480261
2097,ssp370,mri_esm2_0,1789645.81373201
2098,ssp370,mri_esm2_0,1852429.84689633
2099,ssp370,mri_esm2_0,1869169.02672318
2100,ssp370,mri_esm2_0,1990235.00091276
2015,ssp585,mri_esm2_0,2475401.00401363
2016,ssp585,mri_esm2_0,2486776.07787057
2017,ssp585,mri_esm2_0,2501022.12003743
2018,ssp585,mri_esm2_0,2476884.96592803
2019,ssp585,mri_esm2_0,2268287.42795448
2020,ssp585,mri_esm2_0,2576006.26115254
2021,ssp585,mri_esm2_0,2558327.40888073
2022,ssp585,mri_esm2_0,2605699.28819021
2023,ssp585,mri_esm2_0,2641079.97779174
2024,ssp585,mri_esm2_0,2369874.2772952
2025,ssp585,mri_esm2_0,2294671.60084604
2026,ssp585,mri_esm2_0,2525997.8457685
2027,ssp585,mri_esm2_0,2501952.46773074
2028,ssp585,mri_esm2_0,2409514.47197095
2029,ssp585,mri_esm2_0,2463163.71005456
2030,ssp585,mri_esm2_0,2553517.00838613
2031,ssp585,mri_esm2_0,2401615.42783679
2032,ssp585,mri_esm2_0,2495812.78151148
2033,ssp585,mri_esm2_0,2341110.41370661
2034,ssp585,mri_esm2_0,2438732.02592827
2035,ssp585,mri_esm2_0,2499035.56215021
2036,ssp585,mri_esm2_0,2301333.8632345
2037,ssp585,mri_esm2_0,2262514.00258625
2038,ssp585,mri_esm2_0,2178530.36609104
2039,ssp585,mri_esm2_0,2299675.85865454
2040,ssp585,mri_esm2_0,2464322.70807393
2041,ssp585,mri_esm2_0,2418378.57524636
2042,ssp585,mri_esm2_0,2017623.13438881
2043,ssp585,mri_esm2_0,2256642.93281493
2044,ssp585,mri_esm2_0,2102354.30811907
2045,ssp585,mri_esm2_0,2270324.67173369
2046,ssp585,mri_esm2_0,2344869.23701806
2047,ssp585,mri_esm2_0,2221310.46501459
2048,ssp585,mri_esm2_0,2238543.01785833
2049,ssp585,mri_esm2_0,2242220.3522177
2050,ssp585,mri_esm2_0,2225580.32577069
2051,ssp585,mri_esm2_0,2210229.10787198
2052,ssp585,mri_esm2_0,2184456.2319864
2053,ssp585,mri_esm2_0,2285238.55619281
2054,ssp585,mri_esm2_0,2367272.44736181
2055,ssp585,mri_esm2_0,2077450.37379693
2056,ssp585,mri_esm2_0,2123261.34280417
2057,ssp585,mri_esm2_0,2146564.82024204
2058,ssp585,mri_esm2_0,2269027.84574825
2059,ssp585,mri_esm2_0,2084063.58358792
2060,ssp585,mri_esm2_0,2140643.66548039
2061,ssp585,mri_esm2_0,2101375.22781354
2062,ssp585,mri_esm2_0,2327764.13973241
2063,ssp585,mri_esm2_0,2276596.19574744
2064,ssp585,mri_esm2_0,2199853.70855017
2065,ssp585,mri_esm2_0,2081642.26327738
2066,ssp585,mri_esm2_0,2181267.06477482
2067,ssp585,mri_esm2_0,2031325.7521262
2068,ssp585,mri_esm2_0,2202585.11576317
2069,ssp585,mri_esm2_0,2024032.58506271
2070,ssp585,mri_esm2_0,2025653.58321462
2071,ssp585,mri_esm2_0,2079106.58158953
2072,ssp585,mri_esm2_0,2049972.63155511
2073,ssp585,mri_esm2_0,2033558.18626579
2074,ssp585,mri_esm2_0,2047381.32593434
2075,ssp585,mri_esm2_0,1882671.50735834
2076,ssp585,mri_esm2_0,2112801.05242987
2077,ssp585,mri_esm2_0,1958287.2282213
2078,ssp585,mri_esm2_0,2062924.41704052
2079,ssp585,mri_esm2_0,2113849.74337697
2080,ssp585,mri_esm2_0,1840724.65550475
2081,ssp585,mri_esm2_0,1833778.74163916
2082,ssp585,mri_esm2_0,1901793.55421737
2083,ssp585,mri_esm2_0,1774905.00235332
2084,ssp585,mri_esm2_0,1788229.07705778
2085,ssp585,mri_esm2_0,1745985.35765638
2086,ssp585,mri_esm2_0,2002726.85273845
2087,ssp585,mri_esm2_0,1777103.11822058
2088,ssp585,mri_esm2_0,1881989.51930198
2089,ssp585,mri_esm2_0,1948009.01325484
2090,ssp585,mri_esm2_0,1804749.09720495
2091,ssp585,mri_esm2_0,1773766.01724543
2092,ssp585,mri_esm2_0,1970726.79269389
2093,ssp585,mri_esm2_0,2010982.948106
2094,ssp585,mri_esm2_0,1788836.05693289
2095,ssp585,mri_esm2_0,1756538.27923023
2096,ssp585,mri_esm2_0,1706523.07071009
2097,ssp585,mri_esm2_0,1669866.13115065
2098,ssp585,mri_esm2_0,1759326.67048539
2099,ssp585,mri_esm2_0,1633164.97354926
2100,ssp585,mri_esm2_0,1660662.47761581
1850,historical,noresm2_lm,2594058.28382714
1851,historical,noresm2_lm,2469478.47710619
1852,historical,noresm2_lm,2426406.20791433
1853,historical,noresm2_lm,2484483.92816122
1854,historical,noresm2_lm,2511659.63014039
1855,historical,noresm2_lm,2601342.26763844
1856,historical,noresm2_lm,2557423.3619452
1857,historical,noresm2_lm,2542822.45682673
1858,historical,noresm2_lm,2593935.10538108
1859,historical,noresm2_lm,2524495.08671364
1860,historical,noresm2_lm,2511901.28588085
1861,historical,noresm2_lm,2682431.11450798
1862,historical,noresm2_lm,2614272.60373447
1863,historical,noresm2_lm,2536019.61009005
1864,historical,noresm2_lm,2488280.94912774
1865,historical,noresm2_lm,2546118.54057439
1866,historical,noresm2_lm,2625862.23873978
1867,historical,noresm2_lm,2543312.14876033
1868,historical,noresm2_lm,2527144.42448976
1869,historical,noresm2_lm,2523829.41932868
1870,historical,noresm2_lm,2606431.01806387
1871,historical,noresm2_lm,2650553.47190108
1872,historical,noresm2_lm,2527071.21322849
1873,historical,noresm2_lm,2611403.2870237
1874,historical,noresm2_lm,2574337.30403292
1875,historical,noresm2_lm,2431537.22489965
1876,historical,noresm2_lm,2453270.56758091
1877,historical,noresm2_lm,2532311.03210875
1878,historical,noresm2_lm,2378316.67156479
1879,historical,noresm2_lm,2451324.48361102
1880,historical,noresm2_lm,2414931.60440933
1881,historical,noresm2_lm,2398841.1712795
1882,historical,noresm2_lm,2618584.08983781
1883,historical,noresm2_lm,2464246.86607315
1884,historical,noresm2_lm,2451790.6606677
1885,historical,noresm2_lm,2484088.16898598
1886,historical,noresm2_lm,2545671.16033853
1887,historical,noresm2_lm,2690856.02815968
1888,historical,noresm2_lm,2546176.72903416
1889,historical,noresm2_lm,2497181.31340549
1890,historical,noresm2_lm,2508561.38860954
1891,historical,noresm2_lm,2507369.68939513
1892,historical,noresm2_lm,2486189.16984931
1893,historical,noresm2_lm,2507034.23192414
1894,historical,noresm2_lm,2500476.8955716
1895,historical,noresm2_lm,2410777.44536029
1896,historical,noresm2_lm,2537450.29749377
1897,historical,noresm2_lm,2517993.33006983
1898,historical,noresm2_lm,2493534.98670393
1899,historical,noresm2_lm,2567581.63589343
1900,historical,noresm2_lm,2411071.13499746
1901,historical,noresm2_lm,2414717.69802659
1902,historical,noresm2_lm,2466676.30616132
1903,historical,noresm2_lm,2575283.81117149
1904,historical,noresm2_lm,2546598.28348806
1905,historical,noresm2_lm,2603160.98260363
1906,historical,noresm2_lm,2540066.47171084
1907,historical,noresm2_lm,2470507.19539985
1908,historical,noresm2_lm,2569085.51953915
1909,historical,noresm2_lm,2450658.88053596
1910,historical,noresm2_lm,2474740.49193543
1911,historical,noresm2_lm,2503522.48803006
1912,historical,noresm2_lm,2593038.99761159
1913,historical,noresm2_lm,2559188.3180101
1914,historical,noresm2_lm,2632575.57431151
1915,historical,noresm2_lm,2636226.10758637
1916,historical,noresm2_lm,2672089.72474087
1917,historical,noresm2_lm,2567114.46765544
1918,historical,noresm2_lm,2441799.72286518
1919,historical,noresm2_lm,2379745.86364465
1920,historical,noresm2_lm,2404248.97439764
1921,historical,noresm2_lm,2590029.29135922
1922,historical,noresm2_lm,2566281.96374523
1923,historical,noresm2_lm,2525351.95671764
1924,historical,noresm2_lm,2740499.22891423
1925,historical,noresm2_lm,2560243.90721995
1926,historical,noresm2_lm,2505704.14139919
1927,historical,noresm2_lm,2523843.78600326
1928,historical,noresm2_lm,2636789.55837854
1929,historical,noresm2_lm,2398124.84852264
1930,historical,noresm2_lm,2439623.97937429
1931,historical,noresm2_lm,2457974.29689952
1932,historical,noresm2_lm,2590043.30520687
1933,historical,noresm2_lm,2572831.83977725
1934,historical,noresm2_lm,2479059.91513152
1935,historical,noresm2_lm,2521873.836359
1936,historical,noresm2_lm,2644165.5388688
1937,historical,noresm2_lm,2679651.55656233
1938,historical,noresm2_lm,2556290.96130514
1939,historical,noresm2_lm,2676000.79509669
1940,historical,noresm2_lm,2513397.128255
1941,historical,noresm2_lm,2584229.61798533
1942,historical,noresm2_lm,2564027.90827044
1943,historical,noresm2_lm,2666845.15671469
1944,historical,noresm2_lm,2650873.44039684
1945,historical,noresm2_lm,2578455.16577351
1946,historical,noresm2_lm,2452417.20748101
1947,historical,noresm2_lm,2457822.32940386
1948,historical,noresm2_lm,2501932.17870692
1949,historical,noresm2_lm,2648733.55435876
1950,historical,noresm2_lm,2587056.73527652
1951,historical,noresm2_lm,2693674.47908859
1952,historical,noresm2_lm,2611920.09101737
1953,historical,noresm2_lm,2591523.60703295
1954,historical,noresm2_lm,2546681.6873813
1955,historical,noresm2_lm,2543147.01557135
1956,historical,noresm2_lm,2451941.89142111
1957,historical,noresm2_lm,2485241.24396846
1958,historical,noresm2_lm,2550486.6961323
1959,historical,noresm2_lm,2481985.19302054
1960,historical,noresm2_lm,2640172.00534402
1961,historical,noresm2_lm,2640079.2559283
1962,historical,noresm2_lm,2654216.87256497
1963,historical,noresm2_lm,2763736.85049902
1964,historical,noresm2_lm,2777291.90814263
1965,historical,noresm2_lm,2739914.69281887
1966,historical,noresm2_lm,2688735.20631501
1967,historical,noresm2_lm,2695453.03696018
1968,historical,noresm2_lm,2717522.38851176
1969,historical,noresm2_lm,2676411.79755593
1970,historical,noresm2_lm,2593550.04506479
1971,historical,noresm2_lm,2643232.93299123
1972,historical,noresm2_lm,2689475.30326397
1973,historical,noresm2_lm,2757320.64284989
1974,historical,noresm2_lm,2717013.89807799
1975,historical,noresm2_lm,2701236.94200337
1976,historical,noresm2_lm,2652658.51593566
1977,historical,noresm2_lm,2685772.74998886
1978,historical,noresm2_lm,2673427.74359527
1979,historical,noresm2_lm,2711083.79461742
1980,historical,noresm2_lm,2718249.42535277
1981,historical,noresm2_lm,2762537.46835664
1982,historical,noresm2_lm,2676912.89324931
1983,historical,noresm2_lm,2532882.33635388
1984,historical,noresm2_lm,2646162.34705485
1985,historical,noresm2_lm,2547033.05288747
1986,historical,noresm2_lm,2628282.45612638
1987,historical,noresm2_lm,2610278.73823105
1988,historical,noresm2_lm,2623225.18971144
1989,historical,noresm2_lm,2667880.06259611
1990,historical,noresm2_lm,2671924.84867133
1991,historical,noresm2_lm,2573164.566898
1992,historical,noresm2_lm,2667381.32699846
1993,historical,noresm2_lm,2553468.86834224
1994,historical,noresm2_lm,2617350.94735003
1995,historical,noresm2_lm,2682294.51161302
1996,historical,noresm2_lm,2488358.72215545
1997,historical,noresm2_lm,2392478.58560313
1998,historical,noresm2_lm,2567145.99032571
1999,historical,noresm2_lm,2443331.58064451
2000,historical,noresm2_lm,2408754.70363672
2001,historical,noresm2_lm,2483558.8953688
2002,historical,noresm2_lm,2580446.94679755
2003,historical,noresm2_lm,2431449.41761774
2004,historical,noresm2_lm,2584017.1076579
2005,historical,noresm2_lm,2622515.21757762
2006,historical,noresm2_lm,2481042.79567763
2007,historical,noresm2_lm,2433511.20668306
2008,historical,noresm2_lm,2541333.74133053
2009,historical,noresm2_lm,2561591.64929269
2010,historical,noresm2_lm,2491773.87476236
2011,historical,noresm2_lm,2429109.39489077
2012,historical,noresm2_lm,2453510.84936805
2013,historical,noresm2_lm,2459878.40622668
2014,historical,noresm2_lm,2451851.77512158
2015,ssp126,noresm2_lm,2323411.40722625
2016,ssp126,noresm2_lm,2426280.72654225
2017,ssp126,noresm2_lm,2318227.5264303
2018,ssp126,noresm2_lm,2373568.02875637
2019,ssp126,noresm2_lm,2335728.34975988
2020,ssp126,noresm2_lm,2493972.68320905
2021,ssp126,noresm2_lm,2381524.28888397
2022,ssp126,noresm2_lm,2464044.52199964
2023,ssp126,noresm2_lm,2390498.83830234
2024,ssp126,noresm2_lm,2365495.43614669
2025,ssp126,noresm2_lm,2375649.84272237
2026,ssp126,noresm2_lm,2233487.18180946
2027,ssp126,noresm2_lm,2327660.06949882
2028,ssp126,noresm2_lm,2355197.13276804
2029,ssp126,noresm2_lm,2466690.9107228
2030,ssp126,noresm2_lm,2382484.1668816
2031,ssp126,noresm2_lm,2398637.3169181
2032,ssp126,noresm2_lm,2341636.76729988
2033,ssp126,noresm2_lm,2347747.28525102
2034,ssp126,noresm2_lm,2361386.8458323
2035,ssp126,noresm2_lm,2297860.51287301
2036,ssp126,noresm2_lm,2239453.55565975
2037,ssp126,noresm2_lm,2295369.07931646
2038,ssp126,noresm2_lm,2283794.0426324
2039,ssp126,noresm2_lm,2398044.30761353
2040,ssp126,noresm2_lm,2397512.8929456
2041,ssp126,noresm2_lm,2314448.69090264
2042,ssp126,noresm2_lm,2336753.68475672
2043,ssp126,noresm2_lm,2493961.82062857
2044,ssp126,noresm2_lm,2340200.24790376
2045,ssp126,noresm2_lm,2283699.63446763
2046,ssp126,noresm2_lm,2235295.44686182
2047,ssp126,noresm2_lm,2377371.3736507
2048,ssp126,noresm2_lm,2327365.66640491
2049,ssp126,noresm2_lm,2227255.36132702
2050,ssp126,noresm2_lm,2298156.20820965
2051,ssp126,noresm2_lm,2316964.46409415
2052,ssp126,noresm2_lm,2361139.99934843
2053,ssp126,noresm2_lm,2268977.72038451
2054,ssp126,noresm2_lm,2328913.76389919
2055,ssp126,noresm2_lm,2220976.54941655
2056,ssp126,noresm2_lm,2278039.70602174
2057,ssp126,noresm2_lm,2313291.0312103
2058,ssp126,noresm2_lm,2277986.39473352
2059,ssp126,noresm2_lm,2262881.82076051
2060,ssp126,noresm2_lm,2270417.49937422
2061,ssp126,noresm2_lm,2140343.3411951
2062,ssp126,noresm2_lm,2186747.17726063
2063,ssp126,noresm2_lm,2146722.41515661
2064,ssp126,noresm2_lm,2314660.61548191
2065,ssp126,noresm2_lm,2148307.00850454
2066,ssp126,noresm2_lm,2119525.42231847
2067,ssp126,noresm2_lm,2331929.2535645
2068,ssp126,noresm2_lm,2194522.05766617
2069,ssp126,noresm2_lm,2333525.56200034
2070,ssp126,noresm2_lm,2265270.18760516
2071,ssp126,noresm2_lm,2397027.43844672
2072,ssp126,noresm2_lm,2166159.54426731
2073,ssp126,noresm2_lm,2103316.22539596
2074,ssp126,noresm2_lm,2114978.19736409
2075,ssp126,noresm2_lm,2378630.67020765
2076,ssp126,noresm2_lm,2273998.41188969
2077,ssp126,noresm2_lm,2146944.7681151
2078,ssp126,noresm2_lm,2068877.62493922
2079,ssp126,noresm2_lm,2246572.98410819
2080,ssp126,noresm2_lm,2215864.71882528
2081,ssp126,noresm2_lm,2220627.80306551
2082,ssp126,noresm2_lm,2237482.64266752
2083,ssp126,noresm2_lm,2356280.08248779
2084,ssp126,noresm2_lm,2304379.57034109
2085,ssp126,noresm2_lm,2229394.63703493
2086,ssp126,noresm2_lm,2307286.24936353
2087,ssp126,noresm2_lm,2323390.77506013
2088,ssp126,noresm2_lm,2298525.02087159
2089,ssp126,noresm2_lm,2185372.44441774
2090,ssp126,noresm2_lm,2228045.75442228
2091,ssp126,noresm2_lm,2191079.48911915
2092,ssp126,noresm2_lm,2188409.50161993
2093,ssp126,noresm2_lm,2231015.3683108
2094,ssp126,noresm2_lm,2176387.69139336
2095,ssp126,noresm2_lm,2263763.13205057
2096,ssp126,noresm2_lm,2409632.90068624
2097,ssp126,noresm2_lm,2220599.97751432
2098,ssp126,noresm2_lm,2188727.14914258
2099,ssp126,noresm2_lm,2367235.0505961
2100,ssp126,noresm2_lm,2411095.45049555
2015,ssp245,noresm2_lm,2270514.60430006
2016,ssp245,noresm2_lm,2385475.3404294
2017,ssp245,noresm2_lm,2379764.04331082
2018,ssp245,noresm2_lm,2455714.41133913
2019,ssp245,noresm2_lm,2379504.41120897
2020,ssp245,noresm2_lm,2337471.56827797
2021,ssp245,noresm2_lm,2276164.41403555
2022,ssp245,noresm2_lm,2243841.4359944
2023,ssp245,noresm2_lm,2407984.76563819
2024,ssp245,noresm2_lm,2451324.8891071
2025,ssp245,noresm2_lm,2382390.05568501
2026,ssp245,noresm2_lm,2421595.904284
2027,ssp245,noresm2_lm,2445065.95033279
2028,ssp245,noresm2_lm,2411712.94724491
2029,ssp245,noresm2_lm,2397636.82880256
2030,ssp245,noresm2_lm,2356880.49076251
2031,ssp245,noresm2_lm,2618025.15882505
2032,ssp245,noresm2_lm,2486608.51501129
2033,ssp245,noresm2_lm,2448092.6049996
2034,ssp245,noresm2_lm,2311265.83335622
2035,ssp245,noresm2_lm,2354554.53233103
2036,ssp245,noresm2_lm,2285317.42371205
2037,ssp245,noresm2_lm,2339610.45160424
2038,ssp245,noresm2_lm,2287397.51358073
2039,ssp245,noresm2_lm,2455450.59061643
2040,ssp245,noresm2_lm,2237528.83961453
2041,ssp245,noresm2_lm,2275019.35467731
2042,ssp245,noresm2_lm,2232024.40253959
2043,ssp245,noresm2_lm,2169434.48238944
2044,ssp245,noresm2_lm,2348431.32108365
2045,ssp245,noresm2_lm,2364930.59606855
2046,ssp245,noresm2_lm,2278290.14686523
2047,ssp245,noresm2_lm,2203091.05840582
2048,ssp245,noresm2_lm,2174581.36329746
2049,ssp245,noresm2_lm,2104042.69450798
2050,ssp245,noresm2_lm,2299396.9797908
2051,ssp245,noresm2_lm,2359672.92750887
2052,ssp245,noresm2_lm,2241089.71589542
2053,ssp245,noresm2_lm,2129568.46028399
2054,ssp245,noresm2_lm,2282937.46921525
2055,ssp245,noresm2_lm,2183640.14871825
2056,ssp245,noresm2_lm,2291685.3262374
2057,ssp245,noresm2_lm,2130333.28778687
2058,ssp245,noresm2_lm,2160291.64170354
2059,ssp245,noresm2_lm,2261563.08929648
2060,ssp245,noresm2_lm,2074222.33434115
2061,ssp245,noresm2_lm,2194054.51115326
2062,ssp245,noresm2_lm,2130721.54561755
2063,ssp245,noresm2_lm,2152136.72740174
2064,ssp245,noresm2_lm,2363406.74669588
2065,ssp245,noresm2_lm,2255137.14672555
2066,ssp245,noresm2_lm,2189950.88711091
2067,ssp245,noresm2_lm,2109420.87457171
2068,ssp245,noresm2_lm,2056922.64377172
2069,ssp245,noresm2_lm,2240157.5168879
2070,ssp245,noresm2_lm,2234609.66962469
2071,ssp245,noresm2_lm,2178185.1968243
2072,ssp245,noresm2_lm,2034710.66415935
2073,ssp245,noresm2_lm,2065121.9564356
2074,ssp245,noresm2_lm,2075875.46988428
2075,ssp245,noresm2_lm,2094336.65506898
2076,ssp245,noresm2_lm,2208377.29201881
2077,ssp245,noresm2_lm,2334794.51594005
2078,ssp245,noresm2_lm,2093919.01572533
2079,ssp245,noresm2_lm,2225018.91703092
2080,ssp245,noresm2_lm,2117343.75944761
2081,ssp245,noresm2_lm,2013788.3317353
2082,ssp245,noresm2_lm,2093807.77284136
2083,ssp245,noresm2_lm,2124788.97286443
2084,ssp245,noresm2_lm,2180550.85529671
2085,ssp245,noresm2_lm,1998399.61903355
2086,ssp245,noresm2_lm,2188677.65622704
2087,ssp245,noresm2_lm,2259178.61275354
2088,ssp245,noresm2_lm,2240419.98076773
2089,ssp245,noresm2_lm,2258276.33828468
2090,ssp245,noresm2_lm,2123242.45177655
2091,ssp245,noresm2_lm,2073437.62775871
2092,ssp245,noresm2_lm,2080554.78871159
2093,ssp245,noresm2_lm,2033949.78455397
2094,ssp245,noresm2_lm,2093950.59127049
2095,ssp245,noresm2_lm,1983843.68232797
2096,ssp245,noresm2_lm,2116967.48229905
2097,ssp245,noresm2_lm,2165643.87227253
2098,ssp245,noresm2_lm,1974096.6290462
2099,ssp245,noresm2_lm,2028475.03121561
2100,ssp245,noresm2_lm,2055044.87895651
2015,ssp370,noresm2_lm,2358300.51940077
2016,ssp370,noresm2_lm,2476760.48316504
2017,ssp370,noresm2_lm,2433444.29146747
2018,ssp370,noresm2_lm,2355652.61641926
2019,ssp370,noresm2_lm,2362604.17366292
2020,ssp370,noresm2_lm,2295582.20318339
2021,ssp370,noresm2_lm,2439471.45997365
2022,ssp370,noresm2_lm,2367762.95773215
2023,ssp370,noresm2_lm,2475441.42829256
2024,ssp370,noresm2_lm,2321393.8414235
2025,ssp370,noresm2_lm,2545604.84981859
2026,ssp370,noresm2_lm,2454892.6500508
2027,ssp370,noresm2_lm,2371297.43522338
2028,ssp370,noresm2_lm,2297357.96317031
2029,ssp370,noresm2_lm,2472194.54279561
2030,ssp370,noresm2_lm,2388808.16253156
2031,ssp370,noresm2_lm,2251170.77180568
2032,ssp370,noresm2_lm,2478493.40939952
2033,ssp370,noresm2_lm,2316959.15822817
2034,ssp370,noresm2_lm,2181644.07582369
