year,scenario,model,snc_mile2
2095,ssp585,bcc_csm2_mr,1423702.72117613
2096,ssp585,bcc_csm2_mr,1511265.74997691
2097,ssp585,bcc_csm2_mr,1456031.65862184
2098,ssp585,bcc_csm2_mr,1540879.70481494
2099,ssp585,bcc_csm2_mr,1326039.52625519
2100,ssp585,bcc_csm2_mr,1218906.09609045
1850,historical,canesm5,2684100.51731221
1851,historical,canesm5,2806518.11465277
1852,historical,canesm5,2869408.24999011
1853,historical,canesm5,3037067.20617156
1854,historical,canesm5,2837232.07004312
1855,historical,canesm5,3009240.26702605
1856,historical,canesm5,3022313.17912715
1857,historical,canesm5,2949565.52908738
1858,historical,canesm5,2911104.96515668
1859,historical,canesm5,2803118.79057187
1860,historical,canesm5,2902936.21244316
1861,historical,canesm5,2896926.09962549
1862,historical,canesm5,2917904.27846611
1863,historical,canesm5,2958935.94324955
1864,historical,canesm5,3047205.44807809
1865,historical,canesm5,2851218.53092905
1866,historical,canesm5,2755045.87954773
1867,historical,canesm5,2782066.54756736
1868,historical,canesm5,3006602.26986022
1869,historical,canesm5,2946544.91750364
1870,historical,canesm5,2932938.20467295
1871,historical,canesm5,2888038.10485932
1872,historical,canesm5,2983043.59084646
1873,historical,canesm5,2828178.88356175
1874,historical,canesm5,2953354.47300475
1875,historical,canesm5,2860835.80782052
1876,historical,canesm5,2732256.35490393
1877,historical,canesm5,2789736.30989781
1878,historical,canesm5,2839141.43386453
1879,historical,canesm5,2851037.75355101
1880,historical,canesm5,2785909.59030508
1881,historical,canesm5,2865437.21584112
1882,historical,canesm5,2824596.82439062
1883,historical,canesm5,2888544.44996988
1884,historical,canesm5,2892363.05715375
1885,historical,canesm5,2887388.14612863
1886,historical,canesm5,2943858.48395166
1887,historical,canesm5,2961348.50512873
1888,historical,canesm5,2672416.8212772
1889,historical,canesm5,2894215.60741528
1890,historical,canesm5,2948228.2361566
1891,historical,canesm5,3041224.89563673
1892,historical,canesm5,2898285.76737983
1893,historical,canesm5,2931337.38493915
1894,historical,canesm5,2835879.33391321
1895,historical,canesm5,2980562.85297455
1896,historical,canesm5,2822489.33995809
1897,historical,canesm5,2848661.82747696
1898,historical,canesm5,2747349.18267252
1899,historical,canesm5,2904012.11780086
1900,historical,canesm5,2789016.09142089
1901,historical,canesm5,2968915.03272411
1902,historical,canesm5,2993321.9207286
1903,historical,canesm5,2976084.32096783
1904,historical,canesm5,3050609.87941064
1905,historical,canesm5,3045066.15012732
1906,historical,canesm5,3033426.38861469
1907,historical,canesm5,2993990.60020259
1908,historical,canesm5,2750988.98687158
1909,historical,canesm5,2912417.08264891
1910,historical,canesm5,2849726.48971951
1911,historical,canesm5,2865424.86608615
1912,historical,canesm5,3006219.91524888
1913,historical,canesm5,2918683.8190312
1914,historical,canesm5,3041559.13388327
1915,historical,canesm5,2984899.35289965
1916,historical,canesm5,2829966.17111816
1917,historical,canesm5,2878694.52258389
1918,historical,canesm5,2920536.96999857
1919,historical,canesm5,2819224.37721043
1920,historical,canesm5,2944776.4576224
1921,historical,canesm5,2932564.70757026
1922,historical,canesm5,2882618.61782799
1923,historical,canesm5,2842049.23658099
1924,historical,canesm5,2746584.47206784
1925,historical,canesm5,2834100.53406728
1926,historical,canesm5,2854950.46883455
1927,historical,canesm5,2891926.28164569
1928,historical,canesm5,2822833.55493174
1929,historical,canesm5,2901762.91163817
1930,historical,canesm5,3029466.25746134
1931,historical,canesm5,2847275.34873011
1932,historical,canesm5,2848148.94522855
1933,historical,canesm5,2908353.55449873
1934,historical,canesm5,2964429.7124233
1935,historical,canesm5,3000913.23503284
1936,historical,canesm5,2917040.63627733
1937,historical,canesm5,2904161.21512232
1938,historical,canesm5,2914374.97514936
1939,historical,canesm5,2856832.86717835
1940,historical,canesm5,2915384.47876026
1941,historical,canesm5,2777543.14418898
1942,historical,canesm5,2975959.94122318
1943,historical,canesm5,3013182.59053035
1944,historical,canesm5,2912194.84027889
1945,historical,canesm5,3004448.43175439
1946,historical,canesm5,2853465.04197638
1947,historical,canesm5,2915087.91656848
1948,historical,canesm5,2881375.22679493
1949,historical,canesm5,2857189.16380857
1950,historical,canesm5,2860538.77305254
1951,historical,canesm5,2844783.894678
1952,historical,canesm5,2975150.31099315
1953,historical,canesm5,2792304.0717464
1954,historical,canesm5,2807068.24736615
1955,historical,canesm5,2861391.12864689
1956,historical,canesm5,2986765.44854613
1957,historical,canesm5,3028079.68948354
1958,historical,canesm5,2968889.37828356
1959,historical,canesm5,2994193.28375299
1960,historical,canesm5,2838917.69638881
1961,historical,canesm5,2831647.10851858
1962,historical,canesm5,2891114.30135507
1963,historical,canesm5,2981975.09757339
1964,historical,canesm5,3082181.9363668
1965,historical,canesm5,2930184.41395627
1966,historical,canesm5,2997110.62119151
1967,historical,canesm5,2922882.64655763
1968,historical,canesm5,2830587.53203434
1969,historical,canesm5,2946259.40633254
1970,historical,canesm5,2927336.31641915
1971,historical,canesm5,2996823.37061701
1972,historical,canesm5,2910760.77968687
1973,historical,canesm5,2931756.76370535
1974,historical,canesm5,3060610.33253943
1975,historical,canesm5,2750960.23094684
1976,historical,canesm5,2805326.85612032
1977,historical,canesm5,2796164.003818
1978,historical,canesm5,2872178.12763387
1979,historical,canesm5,2847803.68244067
1980,historical,canesm5,2968541.80547095
1981,historical,canesm5,2864716.3499335
1982,historical,canesm5,2853350.46145824
1983,historical,canesm5,2787876.43131334
1984,historical,canesm5,2823720.40652904
1985,historical,canesm5,2899701.98976492
1986,historical,canesm5,2836619.32603252
1987,historical,canesm5,2753215.4361085
1988,historical,canesm5,2828922.61577877
1989,historical,canesm5,2864575.60085055
1990,historical,canesm5,2759981.25805702
1991,historical,canesm5,2949778.94789025
1992,historical,canesm5,2881810.41135295
1993,historical,canesm5,2855121.21571952
1994,historical,canesm5,2781809.27633992
1995,historical,canesm5,2798309.26402354
1996,historical,canesm5,2704726.27852934
1997,historical,canesm5,2739685.01283485
1998,historical,canesm5,2571709.46932198
1999,historical,canesm5,2635780.73273116
2000,historical,canesm5,2776733.23687122
2001,historical,canesm5,2786283.80861669
2002,historical,canesm5,2800967.52937133
2003,historical,canesm5,2701707.8358722
2004,historical,canesm5,2776024.24592708
2005,historical,canesm5,2701409.31524986
2006,historical,canesm5,2676181.91517311
2007,historical,canesm5,2793393.20426434
2008,historical,canesm5,2683103.6497883
2009,historical,canesm5,2636387.24951338
2010,historical,canesm5,2579991.67247487
2011,historical,canesm5,2738180.66219379
2012,historical,canesm5,2690503.7423233
2013,historical,canesm5,2590632.10663438
2014,historical,canesm5,2473909.97666732
2015,ssp126,canesm5,2546706.40005055
2016,ssp126,canesm5,2588464.06053667
2017,ssp126,canesm5,2539584.06016672
2018,ssp126,canesm5,2705105.81649474
2019,ssp126,canesm5,2620024.67195995
2020,ssp126,canesm5,2574972.00025465
2021,ssp126,canesm5,2501236.71603985
2022,ssp126,canesm5,2565603.36988804
2023,ssp126,canesm5,2547400.94848175
2024,ssp126,canesm5,2476799.17640976
2025,ssp126,canesm5,2454886.4364193
2026,ssp126,canesm5,2428688.2459728
2027,ssp126,canesm5,2414573.99436538
2028,ssp126,canesm5,2667806.95400664
2029,ssp126,canesm5,2538686.55274997
2030,ssp126,canesm5,2384892.42752011
2031,ssp126,canesm5,2430636.17804402
2032,ssp126,canesm5,2301958.4297363
2033,ssp126,canesm5,2485546.94714224
2034,ssp126,canesm5,2428298.64920151
2035,ssp126,canesm5,2298530.06970856
2036,ssp126,canesm5,2414633.86727977
2037,ssp126,canesm5,2466322.68044567
2038,ssp126,canesm5,2298272.99111198
2039,ssp126,canesm5,2391575.03381255
2040,ssp126,canesm5,2442123.95478316
2041,ssp126,canesm5,2420177.33987167
2042,ssp126,canesm5,2353265.19237459
2043,ssp126,canesm5,2263589.1797081
2044,ssp126,canesm5,2375660.90836585
2045,ssp126,canesm5,2223462.32260359
2046,ssp126,canesm5,2361206.542423
2047,ssp126,canesm5,2145236.64554394
2048,ssp126,canesm5,2404822.02485446
2049,ssp126,canesm5,2224217.05085224
2050,ssp126,canesm5,2351069.26730774
2051,ssp126,canesm5,2336431.70240563
2052,ssp126,canesm5,2326828.5235484
2053,ssp126,canesm5,2388047.98639253
2054,ssp126,canesm5,2335402.57363957
2055,ssp126,canesm5,2184687.75926957
2056,ssp126,canesm5,2137724.34542526
2057,ssp126,canesm5,2129277.36577514
2058,ssp126,canesm5,2036756.12439884
2059,ssp126,canesm5,2217534.79737046
2060,ssp126,canesm5,2129456.72912628
2061,ssp126,canesm5,2253342.20038231
2062,ssp126,canesm5,2328148.67509853
2063,ssp126,canesm5,2116727.98382383
2064,ssp126,canesm5,2267110.14297099
2065,ssp126,canesm5,2267781.09120813
2066,ssp126,canesm5,2418405.652534
2067,ssp126,canesm5,2173227.55693796
2068,ssp126,canesm5,2204689.95521926
2069,ssp126,canesm5,2256671.59714279
2070,ssp126,canesm5,2174477.30736772
2071,ssp126,canesm5,2134114.17249073
2072,ssp126,canesm5,2224291.5832941
2073,ssp126,canesm5,2352918.75691348
2074,ssp126,canesm5,2076630.41977546
2075,ssp126,canesm5,2310728.02791204
2076,ssp126,canesm5,2266709.13002316
2077,ssp126,canesm5,2263796.79977049
2078,ssp126,canesm5,2184460.23763404
2079,ssp126,canesm5,2208972.24658708
2080,ssp126,canesm5,2265970.5194033
2081,ssp126,canesm5,2325631.91549968
2082,ssp126,canesm5,2302680.72426842
2083,ssp126,canesm5,2265702.4319203
2084,ssp126,canesm5,2073637.68586539
2085,ssp126,canesm5,1963052.78780164
2086,ssp126,canesm5,2233269.85849625
2087,ssp126,canesm5,2157649.69500023
2088,ssp126,canesm5,2299226.80318188
2089,ssp126,canesm5,2288050.26214552
2090,ssp126,canesm5,2219987.00529355
2091,ssp126,canesm5,2236976.52207308
2092,ssp126,canesm5,2205824.84633314
2093,ssp126,canesm5,2153996.76572954
2094,ssp126,canesm5,2332175.18448704
2095,ssp126,canesm5,2258237.28436884
2096,ssp126,canesm5,2177774.13386041
2097,ssp126,canesm5,2341788.58378234
2098,ssp126,canesm5,2215528.95134345
2099,ssp126,canesm5,2196576.00599707
2100,ssp126,canesm5,2120292.45653706
2015,ssp245,canesm5,2629791.30792158
2016,ssp245,canesm5,2586111.46482934
2017,ssp245,canesm5,2552571.9611628
2018,ssp245,canesm5,2609248.92836673
2019,ssp245,canesm5,2535792.37335875
2020,ssp245,canesm5,2443367.86294221
2021,ssp245,canesm5,2469019.75944513
2022,ssp245,canesm5,2537357.30730069
2023,ssp245,canesm5,2643258.29263692
2024,ssp245,canesm5,2613712.09387094
2025,ssp245,canesm5,2382276.29966152
2026,ssp245,canesm5,2306640.19415096
2027,ssp245,canesm5,2168637.82909551
2028,ssp245,canesm5,2397767.29838749
2029,ssp245,canesm5,2487200.36734918
2030,ssp245,canesm5,2626575.49187165
2031,ssp245,canesm5,2576524.10337007
2032,ssp245,canesm5,2450709.84551609
2033,ssp245,canesm5,2401532.92993595
2034,ssp245,canesm5,2211238.70163692
2035,ssp245,canesm5,2352378.2669943
2036,ssp245,canesm5,2388239.35540653
2037,ssp245,canesm5,2426452.58649861
2038,ssp245,canesm5,2417023.94442269
2039,ssp245,canesm5,2322158.98037997
2040,ssp245,canesm5,2283187.8184243
2041,ssp245,canesm5,2321563.16124616
2042,ssp245,canesm5,2192255.75657343
2043,ssp245,canesm5,2324437.3437187
2044,ssp245,canesm5,2246265.9889812
2045,ssp245,canesm5,2241029.1874132
2046,ssp245,canesm5,2168690.50527049
2047,ssp245,canesm5,2280312.57267245
2048,ssp245,canesm5,2236939.08481092
2049,ssp245,canesm5,2232312.25284928
2050,ssp245,canesm5,2323091.06004053
2051,ssp245,canesm5,2196044.03955397
2052,ssp245,canesm5,2229973.14024213
2053,ssp245,canesm5,2291429.00001491
2054,ssp245,canesm5,2351203.93729226
2055,ssp245,canesm5,2277583.88642423
2056,ssp245,canesm5,2263450.09798622
2057,ssp245,canesm5,2327656.7991662
2058,ssp245,canesm5,2143690.68867925
2059,ssp245,canesm5,2074301.45522407
2060,ssp245,canesm5,1989473.6037786
2061,ssp245,canesm5,2055671.73870866
2062,ssp245,canesm5,2200630.96914596
2063,ssp245,canesm5,2092403.85278142
2064,ssp245,canesm5,2085192.2485814
2065,ssp245,canesm5,2211275.78217832
2066,ssp245,canesm5,2205337.56387262
2067,ssp245,canesm5,2077718.15960506
2068,ssp245,canesm5,2067830.57002782
2069,ssp245,canesm5,1992791.92482583
2070,ssp245,canesm5,2014923.57873874
2071,ssp245,canesm5,1950219.4207292
2072,ssp245,canesm5,1951126.92262725
2073,ssp245,canesm5,1962888.37256081
2074,ssp245,canesm5,1976038.74083889
2075,ssp245,canesm5,2027873.31774524
2076,ssp245,canesm5,2008062.91863673
2077,ssp245,canesm5,2065009.80058846
2078,ssp245,canesm5,2038485.08567477
2079,ssp245,canesm5,2020833.16509031
2080,ssp245,canesm5,1942567.51270244
2081,ssp245,canesm5,2065082.19361691
2082,ssp245,canesm5,1960718.36117407
2083,ssp245,canesm5,2042426.94373971
2084,ssp245,canesm5,1944213.08806125
2085,ssp245,canesm5,1874413.24277844
2086,ssp245,canesm5,2031540.59172719
2087,ssp245,canesm5,1944754.31344402
2088,ssp245,canesm5,1912423.40840233
2089,ssp245,canesm5,2160780.78655144
2090,ssp245,canesm5,1886527.33052217
2091,ssp245,canesm5,1796768.76999395
2092,ssp245,canesm5,1952742.70053211
2093,ssp245,canesm5,1957574.22181168
2094,ssp245,canesm5,1923063.59384969
2095,ssp245,canesm5,1765155.8512446
2096,ssp245,canesm5,1811746.72216178
2097,ssp245,canesm5,1978637.22025398
2098,ssp245,canesm5,1846790.32718244
2099,ssp245,canesm5,1853225.20093071
2100,ssp245,canesm5,1692605.50355134
2015,ssp370,canesm5,2554336.88466695
2016,ssp370,canesm5,2744246.35676321
2017,ssp370,canesm5,2755759.12470859
2018,ssp370,canesm5,2738878.99076143
2019,ssp370,canesm5,2478048.61778814
2020,ssp370,canesm5,2464030.92257441
2021,ssp370,canesm5,2549094.34104428
2022,ssp370,canesm5,2453872.19715335
2023,ssp370,canesm5,2532916.27429526
2024,ssp370,canesm5,2423577.60609115
2025,ssp370,canesm5,2377136.60235782
2026,ssp370,canesm5,2452688.69530052
2027,ssp370,canesm5,2478235.41898656
2028,ssp370,canesm5,2640970.12760432
2029,ssp370,canesm5,2535134.04966273
2030,ssp370,canesm5,2387101.67091668
2031,ssp370,canesm5,2331845.03346218
2032,ssp370,canesm5,2469887.63144914
2033,ssp370,canesm5,2377983.41747086
2034,ssp370,canesm5,2418096.30990807
2035,ssp370,canesm5,2328096.34260412
2036,ssp370,canesm5,2470161.71740849
2037,ssp370,canesm5,2387859.28929228
2038,ssp370,canesm5,2338557.85549502
2039,ssp370,canesm5,2255918.88094753
2040,ssp370,canesm5,2262007.63952135
2041,ssp370,canesm5,2307963.67891942
2042,ssp370,canesm5,2323389.60577681
2043,ssp370,canesm5,2463202.3303613
2044,ssp370,canesm5,2280363.93918101
2045,ssp370,canesm5,2105757.09855223
2046,ssp370,canesm5,2345423.59372913
2047,ssp370,canesm5,2273366.08251188
2048,ssp370,canesm5,2137337.83018063
2049,ssp370,canesm5,2191443.41272065
2050,ssp370,canesm5,2035278.48859654
2051,ssp370,canesm5,2198957.0814015
2052,ssp370,canesm5,2160079.75634616
2053,ssp370,canesm5,2046988.29030992
2054,ssp370,canesm5,2036683.96882692
2055,ssp370,canesm5,2128864.3936558
2056,ssp370,canesm5,2213923.65687803
2057,ssp370,canesm5,2229792.04141926
2058,ssp370,canesm5,2237649.78263039
2059,ssp370,canesm5,1980426.081751
2060,ssp370,canesm5,1939115.81929402
2061,ssp370,canesm5,1829742.14123315
2062,ssp370,canesm5,1862898.47888481
2063,ssp370,canesm5,1874720.27995907
2064,ssp370,canesm5,1775824.1146538
2065,ssp370,canesm5,1974819.64194155
2066,ssp370,canesm5,2131142.45773605
2067,ssp370,canesm5,1930206.33476354
2068,ssp370,canesm5,1863685.17467745
2069,ssp370,canesm5,1854304.49479823
2070,ssp370,canesm5,1724619.66672022
2071,ssp370,canesm5,1870167.97434032
2072,ssp370,canesm5,1861147.0570174
2073,ssp370,canesm5,1734319.89930395
2074,ssp370,canesm5,1937460.56096631
2075,ssp370,canesm5,1823575.1434421
2076,ssp370,canesm5,1786313.74901882
2077,ssp370,canesm5,1947946.65389223
2078,ssp370,canesm5,1774151.24001996
2079,ssp370,canesm5,1591333.13553612
2080,ssp370,canesm5,1559940.97652997
2081,ssp370,canesm5,1568101.57294682
2082,ssp370,canesm5,1712181.16464488
2083,ssp370,canesm5,1825331.31464648
2084,ssp370,canesm5,1704244.32386297
2085,ssp370,canesm5,1457574.79482196
2086,ssp370,canesm5,1711850.84915309
2087,ssp370,canesm5,1573481.28562877
2088,ssp370,canesm5,1675527.2053628
2089,ssp370,canesm5,1598332.42435763
2090,ssp370,canesm5,1518061.21303392
2091,ssp370,canesm5,1304217.62343245
2092,ssp370,canesm5,1493250.63662605
2093,ssp370,canesm5,1586101.78501561
2094,ssp370,canesm5,1436328.13498882
2095,ssp370,canesm5,1506957.9458652
2096,ssp370,canesm5,1598694.23270515
2097,ssp370,canesm5,1572592.89506678
2098,ssp370,canesm5,1459794.65448122
2099,ssp370,canesm5,1314182.50851803
2100,ssp370,canesm5,1247044.72271196
2015,ssp585,canesm5,2539623.93680708
2016,ssp585,canesm5,2596043.98192189
2017,ssp585,canesm5,2634262.53936493
2018,ssp585,canesm5,2604720.425179
2019,ssp585,canesm5,2592815.16103017
2020,ssp585,canesm5,2573678.98975655
2021,ssp585,canesm5,2587395.57676642
2022,ssp585,canesm5,2639165.06290614
2023,ssp585,canesm5,2589183.74721263
2024,ssp585,canesm5,2592787.30987166
2025,ssp585,canesm5,2555159.32628035
2026,ssp585,canesm5,2446930.31086214
2027,ssp585,canesm5,2497272.32928364
2028,ssp585,canesm5,2349486.26020303
2029,ssp585,canesm5,2436635.43084308
2030,ssp585,canesm5,2499866.95471472
2031,ssp585,canesm5,2434360.37829252
2032,ssp585,canesm5,2378046.00036995
2033,ssp585,canesm5,2221111.25178418
2034,ssp585,canesm5,2375446.87239378
2035,ssp585,canesm5,2329677.26147765
2036,ssp585,canesm5,2361758.52096791
2037,ssp585,canesm5,2229605.87149912
2038,ssp585,canesm5,2289165.53243839
2039,ssp585,canesm5,2221913.23515381
2040,ssp585,canesm5,2243843.20024101
2041,ssp585,canesm5,2220916.94280983
2042,ssp585,canesm5,2259972.80820872
2043,ssp585,canesm5,2176580.51292757
2044,ssp585,canesm5,2081756.47312826
2045,ssp585,canesm5,2308209.61349314
2046,ssp585,canesm5,2297495.66691239
2047,ssp585,canesm5,2041707.5044785
2048,ssp585,canesm5,2095781.76640229
2049,ssp585,canesm5,1918471.07509714
2050,ssp585,canesm5,2143683.14896671
2051,ssp585,canesm5,2069206.18337177
2052,ssp585,canesm5,2073466.33908175
2053,ssp585,canesm5,2139349.72747982
2054,ssp585,canesm5,2108219.43597242
2055,ssp585,canesm5,2237289.91921942
2056,ssp585,canesm5,1796699.03350552
2057,ssp585,canesm5,1852486.04488563
2058,ssp585,canesm5,1920547.3170499
2059,ssp585,canesm5,1822806.31645826
2060,ssp585,canesm5,1822399.09070347
2061,ssp585,canesm5,1812714.36065453
2062,ssp585,canesm5,1825724.45204375
2063,ssp585,canesm5,2025562.66082949
2064,ssp585,canesm5,1666188.52103149
2065,ssp585,canesm5,1668263.12104228
2066,ssp585,canesm5,1709774.0146458
2067,ssp585,canesm5,1763186.0313685
2068,ssp585,canesm5,1849877.2013787
2069,ssp585,canesm5,1725670.34897551
2070,ssp585,canesm5,1662086.42985434
2071,ssp585,canesm5,1454451.60465625
2072,ssp585,canesm5,1665373.37993074
2073,ssp585,canesm5,1465951.1398613
2074,ssp585,canesm5,1498768.58659156
2075,ssp585,canesm5,1808586.55735331
2076,ssp585,canesm5,1710986.37660898
2077,ssp585,canesm5,1522965.72143829
2078,ssp585,canesm5,1321413.9930767
2079,ssp585,canesm5,1546138.3709077
2080,ssp585,canesm5,1574126.43812982
2081,ssp585,canesm5,1362550.13796662
2082,ssp585,canesm5,1283731.76391554
2083,ssp585,canesm5,1271395.74419681
2084,ssp585,canesm5,1257356.94130185
2085,ssp585,canesm5,1214372.65484627
2086,ssp585,canesm5,1492913.05733402
2087,ssp585,canesm5,1357575.79698432
2088,ssp585,canesm5,1097001.68581295
2089,ssp585,canesm5,1262566.47134499
2090,ssp585,canesm5,1315396.82570342
2091,ssp585,canesm5,1023060.87876648
2092,ssp585,canesm5,1157494.24032314
2093,ssp585,canesm5,1179878.91674283
2094,ssp585,canesm5,1190197.44055038
2095,ssp585,canesm5,1102147.35543273
2096,ssp585,canesm5,998686.782769326
2097,ssp585,canesm5,1052887.79953096
2098,ssp585,canesm5,1143232.94139756
2099,ssp585,canesm5,1026903.09653206
2100,ssp585,canesm5,1113521.94732594
1850,historical,ec_earth3,4212344.5512347
1851,historical,ec_earth3,4219008.06988023
1852,historical,ec_earth3,4149459.35017382
1853,historical,ec_earth3,4281814.81271417
1854,historical,ec_earth3,4325310.04832531
1855,historical,ec_earth3,4293186.42821196
1856,historical,ec_earth3,4189076.5918191
1857,historical,ec_earth3,4293226.20591709
1858,historical,ec_earth3,4301933.01427176
1859,historical,ec_earth3,4401889.24640211
1860,historical,ec_earth3,4180284.92926646
1861,historical,ec_earth3,4214255.65506921
1862,historical,ec_earth3,4258612.82102964
1863,historical,ec_earth3,4277246.75392713
1864,historical,ec_earth3,4245486.43581889
1865,historical,ec_earth3,4236434.95804882
1866,historical,ec_earth3,4275401.48867487
1867,historical,ec_earth3,4280037.82678805
1868,historical,ec_earth3,4143137.93643687
1869,historical,ec_earth3,4264792.09048102
1870,historical,ec_earth3,4239809.54567691
1871,historical,ec_earth3,4203914.5079249
1872,historical,ec_earth3,4278666.01520479
1873,historical,ec_earth3,4082126.54530282
1874,historical,ec_earth3,4285051.20045101
1875,historical,ec_earth3,4481342.23783764
1876,historical,ec_earth3,4357128.5325314
1877,historical,ec_earth3,4321813.26671912
1878,historical,ec_earth3,4127964.30386357
1879,historical,ec_earth3,4200520.24257251
1880,historical,ec_earth3,4250822.47007639
1881,historical,ec_earth3,4232865.80803804
1882,historical,ec_earth3,4174553.9457632
1883,historical,ec_earth3,4140909.85006631
1884,historical,ec_earth3,4489061.39894975
1885,historical,ec_earth3,4355312.22981387
1886,historical,ec_earth3,4367423.86458923
1887,historical,ec_earth3,4225927.85489153
1888,historical,ec_earth3,4414666.93319664
1889,historical,ec_earth3,4217002.36958908
1890,historical,ec_earth3,4287714.0857659
1891,historical,ec_earth3,4380243.52244526
1892,historical,ec_earth3,4336698.54879457
1893,historical,ec_earth3,4215487.56997994
1894,historical,ec_earth3,4321192.11584234
1895,historical,ec_earth3,4194798.19459568
1896,historical,ec_earth3,4291024.2945148
1897,historical,ec_earth3,4392817.92305211
1898,historical,ec_earth3,4426415.91206332
1899,historical,ec_earth3,4336477.59018527
1900,historical,ec_earth3,4315712.78515907
1901,historical,ec_earth3,4281654.82722786
1902,historical,ec_earth3,4272491.15278478
1903,historical,ec_earth3,4348481.06923443
1904,historical,ec_earth3,4376549.33833017
1905,historical,ec_earth3,4416194.70915455
1906,historical,ec_earth3,4418652.00638814
1907,historical,ec_earth3,4298327.20323798
1908,historical,ec_earth3,4460804.16022714
1909,historical,ec_earth3,4437938.02339693
1910,historical,ec_earth3,4194965.33560777
1911,historical,ec_earth3,4276425.13341375
1912,historical,ec_earth3,4641100.04542043
1913,historical,ec_earth3,4351627.2638146
