year,state,GrowingSea,scenario
2025,TN,212.72943720153532,ssp585
2026,TN,212.0440147016495,ssp585
2027,TN,214.5648247140491,ssp585
2028,TN,216.59170129057873,ssp585
2029,TN,211.98952643386662,ssp585
2030,TN,209.834655485268,ssp585
2031,TN,212.47332871689062,ssp585
2032,TN,217.0501961426077,ssp585
2033,TN,215.87074294116047,ssp585
2034,TN,214.49763525414892,ssp585
2035,TN,211.74067626648704,ssp585
2036,TN,217.95255886925705,ssp585
2037,TN,219.25559645850416,ssp585
2038,TN,214.2083374383276,ssp585
2039,TN,212.25011154712342,ssp585
2040,TN,220.7062271861402,ssp585
2041,TN,228.25598668445195,ssp585
2042,TN,216.5032997488266,ssp585
2043,TN,222.68266935868218,ssp585
2044,TN,224.10784109278342,ssp585
2045,TN,221.82987829290047,ssp585
2046,TN,216.60906709571975,ssp585
2047,TN,222.0781317594418,ssp585
2048,TN,224.00704837855622,ssp585
2049,TN,223.67850724846016,ssp585
2050,TN,224.86028267702017,ssp585
2051,TN,226.3756492006432,ssp585
2052,TN,224.43785169422654,ssp585
2053,TN,229.45915957222763,ssp585
2054,TN,224.5593921421341,ssp585
2055,TN,228.36469499729702,ssp585
2056,TN,230.53542233448513,ssp585
2057,TN,234.5488377805302,ssp585
2058,TN,234.13644003770233,ssp585
2059,TN,234.08577781418393,ssp585
2060,TN,229.10235891873003,ssp585
2061,TN,238.8734339146022,ssp585
2062,TN,235.75839713165044,ssp585
2063,TN,232.67694211248414,ssp585
2064,TN,232.27257314989396,ssp585
2065,TN,237.42113813266326,ssp585
2066,TN,232.02563448364947,ssp585
2067,TN,236.9050946863298,ssp585
2068,TN,240.04440727774661,ssp585
2069,TN,232.57050714887797,ssp585
2070,TN,240.0601587221612,ssp585
2071,TN,241.7346540804111,ssp585
2072,TN,240.5565193520775,ssp585
2073,TN,243.84992248109333,ssp585
2074,TN,239.4289273460232,ssp585
2075,TN,248.11750222849463,ssp585
2076,TN,242.10052743090557,ssp585
2077,TN,253.51558559595142,ssp585
2078,TN,235.87288867563103,ssp585
2079,TN,244.63267891403777,ssp585
2080,TN,247.18425252269063,ssp585
2081,TN,246.7533583669494,ssp585
2082,TN,248.10660320175313,ssp585
2083,TN,249.66603700914976,ssp585
2084,TN,250.66094197831407,ssp585
2085,TN,251.72319614258024,ssp585
2086,TN,255.64106985268918,ssp585
2087,TN,248.58925380942625,ssp585
2088,TN,251.50026901429672,ssp585
2089,TN,252.57545340535313,ssp585
2090,TN,252.1728692428573,ssp585
2091,TN,258.7381318557861,ssp585
2092,TN,259.16403153864127,ssp585
2093,TN,248.94318728813545,ssp585
2094,TN,253.03198079690296,ssp585
2095,TN,255.93029070263555,ssp585
2096,TN,258.8228791483815,ssp585
2097,TN,258.9490349648369,ssp585
2098,TN,262.2526832695572,ssp585
2099,TN,267.0213627836731,ssp585
2100,TN,262.4096550484061,ssp585
1950,WY,109.20154200213814,ssp585
1951,WY,105.74518238008223,ssp585
1952,WY,108.77330830590746,ssp585
1953,WY,104.86305301220528,ssp585
1954,WY,104.38165159953364,ssp585
1955,WY,112.08098263310674,ssp585
1956,WY,108.46709244012948,ssp585
1957,WY,109.61898325782714,ssp585
1958,WY,109.56230742146931,ssp585
1959,WY,106.89603772159732,ssp585
1960,WY,107.91862214644519,ssp585
1961,WY,110.58203714774528,ssp585
1962,WY,106.3091201815487,ssp585
1963,WY,107.57387969391765,ssp585
1964,WY,105.34988593824832,ssp585
1965,WY,104.460024121182,ssp585
1966,WY,108.24422031115755,ssp585
1967,WY,106.5126265207213,ssp585
1968,WY,105.5072657393116,ssp585
1969,WY,101.5310141032295,ssp585
1970,WY,104.31702487606634,ssp585
1971,WY,100.61568440368367,ssp585
1972,WY,104.71413477975413,ssp585
1973,WY,105.38967102034161,ssp585
1974,WY,106.32454547678641,ssp585
1975,WY,108.19103437742746,ssp585
1976,WY,105.59095651739847,ssp585
1977,WY,115.18777584912452,ssp585
1978,WY,108.36756449572361,ssp585
1979,WY,109.28606638121067,ssp585
1980,WY,111.6529654027027,ssp585
1981,WY,111.97980122908838,ssp585
1982,WY,109.86309786393176,ssp585
1983,WY,99.21479464460162,ssp585
1984,WY,109.29384790246031,ssp585
1985,WY,111.53077911883192,ssp585
1986,WY,107.34821622724459,ssp585
1987,WY,109.13457032770538,ssp585
1988,WY,107.70015693392182,ssp585
1989,WY,108.084914917862,ssp585
1990,WY,117.39413347365979,ssp585
1991,WY,110.0771495025638,ssp585
1992,WY,107.3934719067863,ssp585
1993,WY,105.0556648743736,ssp585
1994,WY,111.99616201291089,ssp585
1995,WY,112.83645420592536,ssp585
1996,WY,118.98837823177942,ssp585
1997,WY,115.91837463698558,ssp585
1998,WY,112.52176599665316,ssp585
1999,WY,112.53442301543656,ssp585
2000,WY,116.437723706266,ssp585
2001,WY,115.27746823236791,ssp585
2002,WY,121.92445408220682,ssp585
2003,WY,119.39019268263694,ssp585
2004,WY,119.60178367058582,ssp585
2005,WY,121.10798597782768,ssp585
2006,WY,123.14111638150278,ssp585
2007,WY,118.13872846420317,ssp585
2008,WY,118.15850009792892,ssp585
2009,WY,117.8687246900773,ssp585
2010,WY,115.40526708572838,ssp585
2011,WY,121.97044501842473,ssp585
2012,WY,119.69456090954266,ssp585
2013,WY,124.00219256366064,ssp585
2014,WY,126.09344783285727,ssp585
2015,WY,122.85492923707703,ssp585
2016,WY,125.37621757648978,ssp585
2017,WY,124.47776589431508,ssp585
2018,WY,127.5643359369474,ssp585
2019,WY,129.05925209378918,ssp585
2020,WY,124.21200883126112,ssp585
2021,WY,126.74767288662845,ssp585
2022,WY,130.54560695418223,ssp585
2023,WY,125.86311873003534,ssp585
2024,WY,126.63853430229923,ssp585
2025,WY,132.84025277169363,ssp585
2026,WY,126.82923671930044,ssp585
2027,WY,129.68132314141516,ssp585
2028,WY,125.98803168471967,ssp585
2029,WY,131.8012529294234,ssp585
2030,WY,133.65902603836489,ssp585
2031,WY,134.40302125017828,ssp585
2032,WY,131.62441436937323,ssp585
2033,WY,134.8014190473766,ssp585
2034,WY,129.00934669692302,ssp585
2035,WY,130.9476289870775,ssp585
2036,WY,133.53022836322404,ssp585
2037,WY,134.87565480833467,ssp585
2038,WY,136.34284859311668,ssp585
2039,WY,133.92231117539524,ssp585
2040,WY,140.89348335154023,ssp585
2041,WY,135.89559154369124,ssp585
2042,WY,141.61740664161994,ssp585
2043,WY,139.86842414528445,ssp585
2044,WY,142.0277745284381,ssp585
2045,WY,140.72884404254145,ssp585
2046,WY,136.87569883585647,ssp585
2047,WY,142.14645396340066,ssp585
2048,WY,142.5685570885245,ssp585
2049,WY,142.96757915232382,ssp585
2050,WY,140.05138943957928,ssp585
2051,WY,138.58682009966165,ssp585
2052,WY,140.99053525069806,ssp585
2053,WY,140.6684122811182,ssp585
2054,WY,148.13343441215903,ssp585
2055,WY,143.21768927717656,ssp585
2056,WY,143.72035602631883,ssp585
2057,WY,143.49196745465608,ssp585
2058,WY,147.0759864674345,ssp585
2059,WY,151.19939967367094,ssp585
2060,WY,148.6932919986794,ssp585
2061,WY,147.1929737996203,ssp585
2062,WY,152.90470663867058,ssp585
2063,WY,155.71136487793018,ssp585
2064,WY,150.29722050502173,ssp585
2065,WY,152.21289473448,ssp585
2066,WY,150.99992311972923,ssp585
2067,WY,156.46405907877184,ssp585
2068,WY,155.43472693332566,ssp585
2069,WY,161.15466646760524,ssp585
2070,WY,150.1517288344524,ssp585
2071,WY,155.53121448001323,ssp585
2072,WY,157.19543913705917,ssp585
2073,WY,157.73318068449652,ssp585
2074,WY,159.468018244439,ssp585
2075,WY,157.69668853543766,ssp585
2076,WY,161.4787573668895,ssp585
2077,WY,156.95947729922176,ssp585
2078,WY,160.31722900641384,ssp585
2079,WY,163.50636376959636,ssp585
2080,WY,163.96530817667121,ssp585
2081,WY,162.10646358259947,ssp585
2082,WY,165.02607184684317,ssp585
2083,WY,161.5935231292653,ssp585
2084,WY,164.20147710311718,ssp585
2085,WY,158.34279540555497,ssp585
2086,WY,167.79250005842775,ssp585
2087,WY,170.01105935441282,ssp585
2088,WY,167.64575467434264,ssp585
2089,WY,166.0693983936765,ssp585
2090,WY,169.09796569058076,ssp585
2091,WY,174.4011868799618,ssp585
2092,WY,167.6349618933393,ssp585
2093,WY,171.92734283109687,ssp585
2094,WY,170.3509930899161,ssp585
2095,WY,169.24215023614514,ssp585
2096,WY,174.6433527954979,ssp585
2097,WY,170.48135430793755,ssp585
2098,WY,175.419061493521,ssp585
2099,WY,174.8820418333377,ssp585
2100,WY,174.29795410671693,ssp585
1950,NY,147.13802969035248,ssp585
1951,NY,152.60473935042546,ssp585
1952,NY,151.36653827381852,ssp585
1953,NY,150.4697326940329,ssp585
1954,NY,153.1612198345686,ssp585
1955,NY,146.93852502744326,ssp585
1956,NY,145.95721215178185,ssp585
1957,NY,146.80576799277245,ssp585
1958,NY,150.782155201954,ssp585
1959,NY,147.4397701416743,ssp585
1960,NY,144.1776405854209,ssp585
1961,NY,147.46103674227786,ssp585
1962,NY,147.75810319806504,ssp585
1963,NY,146.59328506939315,ssp585
1964,NY,146.84556126534238,ssp585
1965,NY,141.9942438379276,ssp585
1966,NY,147.48131962272993,ssp585
1967,NY,147.6692479988885,ssp585
1968,NY,145.07222997187944,ssp585
1969,NY,142.95485341064756,ssp585
1970,NY,143.48753310181098,ssp585
1971,NY,146.7244501792168,ssp585
1972,NY,149.00079220486302,ssp585
1973,NY,148.5167871116767,ssp585
1974,NY,148.12946458102638,ssp585
1975,NY,146.1948477938981,ssp585
1976,NY,147.79257468457044,ssp585
1977,NY,144.10982242955816,ssp585
1978,NY,151.458890488581,ssp585
1979,NY,151.1775526267895,ssp585
1980,NY,152.1792289649094,ssp585
1981,NY,148.50252229625596,ssp585
1982,NY,147.94808104740315,ssp585
1983,NY,144.0488834574022,ssp585
1984,NY,144.9292350281839,ssp585
1985,NY,149.32896786606963,ssp585
1986,NY,151.0713848519138,ssp585
1987,NY,153.54788601190126,ssp585
1988,NY,152.47937566624697,ssp585
1989,NY,152.09146916292121,ssp585
1990,NY,150.8223582218381,ssp585
1991,NY,151.58079224433322,ssp585
1992,NY,145.87045120738506,ssp585
1993,NY,147.76808743296837,ssp585
1994,NY,154.66424299140948,ssp585
1995,NY,153.84989614655322,ssp585
1996,NY,153.57779949689953,ssp585
1997,NY,151.31756778721174,ssp585
1998,NY,152.70929691677932,ssp585
1999,NY,153.90174165298552,ssp585
2000,NY,155.8205737648761,ssp585
2001,NY,155.56746108765802,ssp585
2002,NY,158.58876742100577,ssp585
2003,NY,153.90241827037343,ssp585
2004,NY,153.7773659021478,ssp585
2005,NY,154.79669212825183,ssp585
2006,NY,158.1809830117901,ssp585
2007,NY,156.9741701964603,ssp585
2008,NY,158.62554703887847,ssp585
2009,NY,163.55878487116274,ssp585
2010,NY,161.3965108238828,ssp585
2011,NY,160.627367982561,ssp585
2012,NY,156.7619806952247,ssp585
2013,NY,162.0984691634224,ssp585
2014,NY,157.81948028920877,ssp585
2015,NY,164.9358919716555,ssp585
2016,NY,162.3590230573545,ssp585
2017,NY,162.21943648789562,ssp585
2018,NY,158.13487010121406,ssp585
2019,NY,165.7775514090245,ssp585
2020,NY,159.87874362413942,ssp585
2021,NY,163.3487371382909,ssp585
2022,NY,165.50592732220696,ssp585
2023,NY,163.9283670046386,ssp585
2024,NY,161.68793197251827,ssp585
2025,NY,161.29999625726276,ssp585
2026,NY,166.98127932434224,ssp585
2027,NY,165.3112177013601,ssp585
2028,NY,166.7899349526848,ssp585
2029,NY,167.6668068184029,ssp585
2030,NY,166.49296641803747,ssp585
2031,NY,167.41882456996194,ssp585
2032,NY,169.41003221142668,ssp585
2033,NY,172.68701022294465,ssp585
2034,NY,168.6220726260733,ssp585
2035,NY,172.35847551343082,ssp585
2036,NY,171.6032207282514,ssp585
2037,NY,175.43647150793518,ssp585
2038,NY,173.2752741175256,ssp585
2039,NY,171.13541984772058,ssp585
2040,NY,175.91036822088108,ssp585
2041,NY,175.6233509678206,ssp585
2042,NY,170.12740207017703,ssp585
2043,NY,180.32438269045608,ssp585
2044,NY,178.17128452578365,ssp585
2045,NY,180.95600686635495,ssp585
2046,NY,179.14223295668913,ssp585
2047,NY,176.86614050416438,ssp585
2048,NY,176.73831825312834,ssp585
2049,NY,178.4782922359594,ssp585
2050,NY,181.04007244115593,ssp585
2051,NY,178.47672770868704,ssp585
2052,NY,181.67507107014143,ssp585
2053,NY,186.51652002257148,ssp585
2054,NY,181.86679723242767,ssp585
2055,NY,180.61320877652165,ssp585
2056,NY,187.158745110257,ssp585
2057,NY,183.2327529187186,ssp585
2058,NY,182.73418318769075,ssp585
2059,NY,187.1605011935072,ssp585
2060,NY,189.4740218929414,ssp585
2061,NY,182.99724053028123,ssp585
2062,NY,186.2966629680911,ssp585
2063,NY,188.48124210135697,ssp585
2064,NY,184.29170767087314,ssp585
2065,NY,188.40916771940164,ssp585
2066,NY,188.10019611079628,ssp585
2067,NY,190.10059966284354,ssp585
2068,NY,187.23414604123548,ssp585
2069,NY,192.8636824623835,ssp585
2070,NY,197.32232487546915,ssp585
2071,NY,202.95549009638972,ssp585
2072,NY,193.12670170097365,ssp585
2073,NY,198.18085190515555,ssp585
2074,NY,195.4444986928586,ssp585
2075,NY,199.82308664930818,ssp585
2076,NY,199.569217275085,ssp585
2077,NY,202.42492431375948,ssp585
2078,NY,195.7165700301515,ssp585
2079,NY,206.62176828965568,ssp585
2080,NY,201.52844910140632,ssp585
2081,NY,208.7999773977849,ssp585
2082,NY,207.6775963080816,ssp585
2083,NY,211.37983579520977,ssp585
2084,NY,204.99047897179136,ssp585
2085,NY,205.71008947479598,ssp585
2086,NY,206.93849993301413,ssp585
2087,NY,204.82706055553558,ssp585
2088,NY,207.82830720494567,ssp585
2089,NY,209.16333203116093,ssp585
2090,NY,209.72611363397252,ssp585
2091,NY,211.86953578646109,ssp585
2092,NY,211.77024681925104,ssp585
2093,NY,211.8793271156922,ssp585
2094,NY,212.65988562035238,ssp585
2095,NY,212.97264421035857,ssp585
2096,NY,211.12553204754568,ssp585
2097,NY,214.79802718995487,ssp585
2098,NY,219.18165293129496,ssp585
2099,NY,221.4700606055215,ssp585
2100,NY,219.03326612794396,ssp585
1950,IN,172.59283211921343,ssp585
1951,IN,174.48356372537197,ssp585
1952,IN,174.84342411133383,ssp585
1953,IN,169.20999973895076,ssp585
1954,IN,176.18839402733357,ssp585
1955,IN,175.14981435852215,ssp585
1956,IN,175.02903846630147,ssp585
1957,IN,174.9078294563848,ssp585
1958,IN,175.40761091698008,ssp585
1959,IN,166.97937388365713,ssp585
1960,IN,176.0948214981113,ssp585
1961,IN,174.0176768093628,ssp585
1962,IN,176.50358970711954,ssp585
1963,IN,170.61964367971441,ssp585
1964,IN,175.61478311370485,ssp585
1965,IN,172.93274074814087,ssp585
1966,IN,176.80621464999746,ssp585
1967,IN,173.60764424490444,ssp585
1968,IN,169.04836757021485,ssp585
1969,IN,173.9569160186896,ssp585
1970,IN,175.58423928763037,ssp585
1971,IN,168.54117931777793,ssp585
1972,IN,179.85480393170587,ssp585
1973,IN,178.26102272972958,ssp585
1974,IN,171.67849576180407,ssp585
1975,IN,177.50801057958893,ssp585
1976,IN,177.2182637730184,ssp585
1977,IN,170.23057920661478,ssp585
1978,IN,176.6583932230605,ssp585
1979,IN,179.49423051674466,ssp585
1980,IN,183.1968112435741,ssp585
1981,IN,176.854441067652,ssp585
1982,IN,176.11457109492451,ssp585
1983,IN,170.55350591975613,ssp585
1984,IN,174.22508962688377,ssp585
1985,IN,178.80879966471147,ssp585
1986,IN,176.5022532631613,ssp585
1987,IN,181.80139957136296,ssp585
1988,IN,179.8713452819915,ssp585
1989,IN,179.74053994984268,ssp585
1990,IN,173.44508084064645,ssp585
1991,IN,178.57580485970436,ssp585
1992,IN,176.44937108027239,ssp585
1993,IN,179.6877506684575,ssp585
1994,IN,181.10877024196103,ssp585
1995,IN,181.20390085367873,ssp585
1996,IN,184.95807023912877,ssp585
1997,IN,180.3299250574782,ssp585
1998,IN,180.21393833559026,ssp585
1999,IN,177.22493340137981,ssp585
2000,IN,177.49939085663385,ssp585
2001,IN,179.69128453276846,ssp585
2002,IN,190.3804376498655,ssp585
2003,IN,178.7735028739958,ssp585
2004,IN,193.92876133816236,ssp585
2005,IN,184.38370916705415,ssp585
2006,IN,185.71256470284203,ssp585
2007,IN,188.89588734160054,ssp585
2008,IN,182.18666771600283,ssp585
2009,IN,189.2460816355349,ssp585
2010,IN,188.3814942925159,ssp585
2011,IN,185.5356856499718,ssp585
2012,IN,183.2006329703667,ssp585
2013,IN,188.1847576043921,ssp585
2014,IN,182.29519125863655,ssp585
2015,IN,191.831507195905,ssp585
2016,IN,189.87691224065867,ssp585
2017,IN,184.3253479347188,ssp585
2018,IN,187.04761474868872,ssp585
2019,IN,189.3863516983904,ssp585
2020,IN,194.80708947233865,ssp585
2021,IN,194.18809108883082,ssp585
2022,IN,193.99177168659594,ssp585
2023,IN,193.63501048710273,ssp585
2024,IN,185.9644182195074,ssp585
2025,IN,189.76027221323062,ssp585
2026,IN,192.175817346381,ssp585
2027,IN,198.40142140950397,ssp585
2028,IN,191.34623655736144,ssp585
2029,IN,193.74807605373465,ssp585
2030,IN,192.40967684397694,ssp585
2031,IN,195.83487511710618,ssp585
2032,IN,195.41066517929977,ssp585
2033,IN,195.21388447355787,ssp585
2034,IN,193.79130699919708,ssp585
2035,IN,193.91952801473388,ssp585
2036,IN,194.48567196414606,ssp585
2037,IN,201.50241918509215,ssp585
2038,IN,195.22464336321735,ssp585
2039,IN,195.35682334236483,ssp585
2040,IN,197.15496347548682,ssp585
2041,IN,204.20437990763315,ssp585
2042,IN,202.50219786219282,ssp585
2043,IN,206.95525024056516,ssp585
2044,IN,201.49440038116938,ssp585
2045,IN,203.97968759178804,ssp585
2046,IN,199.39024556443007,ssp585
2047,IN,197.15986017150183,ssp585
2048,IN,204.68230576998462,ssp585
2049,IN,205.17083246147982,ssp585
2050,IN,202.6717590205328,ssp585
2051,IN,201.84546362582245,ssp585
2052,IN,210.73008670632856,ssp585
2053,IN,211.97426660626743,ssp585
2054,IN,202.00196531465429,ssp585
2055,IN,206.19906694226648,ssp585
2056,IN,212.10294566609218,ssp585
2057,IN,208.23859230470276,ssp585
2058,IN,209.12886924364278,ssp585
2059,IN,214.07474724119896,ssp585
2060,IN,209.29301559839004,ssp585
2061,IN,213.5716643621313,ssp585
2062,IN,215.65737170249844,ssp585
2063,IN,214.79917886252952,ssp585
2064,IN,212.16804237893064,ssp585
2065,IN,218.32649617946493,ssp585
2066,IN,209.31945055074553,ssp585
2067,IN,214.72865733613997,ssp585
2068,IN,221.2835067521033,ssp585
2069,IN,218.59109736104236,ssp585
2070,IN,223.4274569832811,ssp585
2071,IN,221.48058893108566,ssp585
2072,IN,223.85855814553656,ssp585
2073,IN,220.51951454414404,ssp585
2074,IN,221.99662490398046,ssp585
2075,IN,221.35711993575904,ssp585
2076,IN,227.2934251328554,ssp585
2077,IN,231.12108333691413,ssp585
2078,IN,213.9753062771138,ssp585
2079,IN,225.7556761446346,ssp585
2080,IN,228.04170318596175,ssp585
2081,IN,228.1992768498686,ssp585
2082,IN,229.43111118730783,ssp585
2083,IN,234.20330903923278,ssp585
2084,IN,230.80744694004468,ssp585
2085,IN,232.30418597046494,ssp585
2086,IN,230.98193136934782,ssp585
2087,IN,227.4836217790315,ssp585
2088,IN,233.71783258943174,ssp585
2089,IN,232.60483889108676,ssp585
2090,IN,230.59018965802534,ssp585
2091,IN,246.55219009903763,ssp585
2092,IN,238.89236817797348,ssp585
2093,IN,234.61717740552524,ssp585
2094,IN,239.475704160384,ssp585
2095,IN,239.00524329960922,ssp585
2096,IN,232.51876909869446,ssp585
2097,IN,234.65257182564,ssp585
2098,IN,241.27732727737182,ssp585
2099,IN,251.58515381490975,ssp585
2100,IN,243.59488103240662,ssp585
1950,KS,183.34781174530656,ssp585
1951,KS,183.94723017220304,ssp585
1952,KS,178.20320521636017,ssp585
1953,KS,179.40018203652102,ssp585
1954,KS,182.7441266257973,ssp585
1955,KS,185.6942156014128,ssp585
1956,KS,180.8484489073516,ssp585
1957,KS,182.8927192852978,ssp585
1958,KS,182.62994987042214,ssp585
1959,KS,178.47322632058717,ssp585
1960,KS,187.0841640471319,ssp585
1961,KS,188.9958929061352,ssp585
1962,KS,185.70639882909285,ssp585
1963,KS,179.05247658004205,ssp585
1964,KS,181.90244717641235,ssp585
1965,KS,182.0094752796497,ssp585
1966,KS,180.61241404208644,ssp585
1967,KS,183.57376813351672,ssp585
1968,KS,184.6900151794089,ssp585
1969,KS,182.87996137645408,ssp585
1970,KS,181.8623500674188,ssp585
1971,KS,180.07028362608713,ssp585
1972,KS,185.70023175307023,ssp585
1973,KS,185.4827892029984,ssp585
1974,KS,181.18496950978044,ssp585
1975,KS,187.45925713837974,ssp585
1976,KS,179.82381057526882,ssp585
1977,KS,181.42671467592126,ssp585
1978,KS,185.34336428769944,ssp585
1979,KS,184.39002003652655,ssp585
1980,KS,188.32121194311404,ssp585
1981,KS,184.4066806866375,ssp585
1982,KS,187.77470331736748,ssp585
1983,KS,176.0908147107159,ssp585
1984,KS,185.03747564958272,ssp585
1985,KS,185.40238787577943,ssp585
1986,KS,180.2009691261527,ssp585
1987,KS,182.84075492580757,ssp585
1988,KS,185.7177471064758,ssp585
1989,KS,186.41622044567114,ssp585
1990,KS,184.27933001411452,ssp585
1991,KS,190.21641956476014,ssp585
1992,KS,179.311485113514,ssp585
1993,KS,179.21709613080486,ssp585
1994,KS,188.56865347899287,ssp585
1995,KS,186.25119265742038,ssp585
1996,KS,195.8230766477629,ssp585
1997,KS,187.53455540865096,ssp585
1998,KS,192.88626409933448,ssp585
1999,KS,186.65401026634157,ssp585
2000,KS,184.05408097617178,ssp585
2001,KS,185.58745559852827,ssp585
2002,KS,193.4511720826393,ssp585
2003,KS,189.59119793651823,ssp585
2004,KS,194.82252663087957,ssp585
2005,KS,194.13007971502657,ssp585
2006,KS,193.11004445532564,ssp585
2007,KS,194.9378388778178,ssp585
2008,KS,191.16986315498292,ssp585
2009,KS,191.2286604472549,ssp585
2010,KS,188.72006205677374,ssp585
2011,KS,191.47661085496176,ssp585
2012,KS,190.75494404129324,ssp585
2013,KS,192.56109935565206,ssp585
2014,KS,190.96673631130562,ssp585
2015,KS,195.35218144244516,ssp585
2016,KS,195.17636515126432,ssp585
2017,KS,188.99000569191915,ssp585
2018,KS,190.91049470624267,ssp585
2019,KS,194.62439352665552,ssp585
2020,KS,197.44243556243742,ssp585
2021,KS,199.69940244705424,ssp585
2022,KS,200.41417488580527,ssp585
2023,KS,196.2297243059604,ssp585
2024,KS,200.5623324734312,ssp585
2025,KS,199.21731620755494,ssp585
2026,KS,196.6752976724727,ssp585
2027,KS,200.26635800617026,ssp585
2028,KS,201.15535662418444,ssp585
2029,KS,199.5774236297515,ssp585
2030,KS,198.9629946953151,ssp585
2031,KS,197.0660522123285,ssp585
2032,KS,202.0013479909477,ssp585
2033,KS,200.58319631811304,ssp585
2034,KS,199.6167377875569,ssp585
2035,KS,199.45045476370584,ssp585
2036,KS,203.3746296992777,ssp585
2037,KS,203.47007177562196,ssp585
2038,KS,199.74906178165753,ssp585
2039,KS,198.04622171474153,ssp585
2040,KS,207.44927153929473,ssp585
2041,KS,211.11298692598336,ssp585
2042,KS,205.9079846366773,ssp585
2043,KS,207.20902311725104,ssp585
2044,KS,212.21414723781035,ssp585
2045,KS,210.46459988280748,ssp585
2046,KS,202.83890120118932,ssp585
2047,KS,204.79271212504176,ssp585
2048,KS,205.13043153033837,ssp585
2049,KS,205.56516401381467,ssp585
2050,KS,204.9971913618176,ssp585
2051,KS,212.78712516514167,ssp585
2052,KS,210.8459453034321,ssp585
2053,KS,209.07439843061513,ssp585
2054,KS,206.7837885302734,ssp585
2055,KS,212.66193309095698,ssp585
2056,KS,214.2089751830157,ssp585
2057,KS,210.94491541371124,ssp585
2058,KS,214.23245295188332,ssp585
2059,KS,215.63886225487872,ssp585
2060,KS,214.6905050400367,ssp585
2061,KS,216.02199837452048,ssp585
2062,KS,217.99163691357444,ssp585
2063,KS,216.0465174900584,ssp585
2064,KS,212.91719670426116,ssp585
2065,KS,213.7831486312338,ssp585
2066,KS,213.0757457372415,ssp585
2067,KS,219.32893107374915,ssp585
2068,KS,218.4114090834468,ssp585
2069,KS,225.7919019599107,ssp585
2070,KS,221.90356404143452,ssp585
2071,KS,226.1280394317676,ssp585
2072,KS,221.49084914232728,ssp585
2073,KS,222.14444829429615,ssp585
2074,KS,222.02428835324656,ssp585
2075,KS,223.1526270681417,ssp585
2076,KS,224.53994609564313,ssp585
2077,KS,232.53649214743135,ssp585
2078,KS,217.6140356703201,ssp585
2079,KS,222.48238703119782,ssp585
2080,KS,229.08621769256226,ssp585
2081,KS,230.29631098648434,ssp585
2082,KS,225.36827049540193,ssp585
2083,KS,229.28800782666946,ssp585
2084,KS,228.84446114950163,ssp585
2085,KS,229.12113653509076,ssp585
2086,KS,232.50714133284006,ssp585
2087,KS,225.24651005816634,ssp585
2088,KS,231.1611517732299,ssp585
2089,KS,233.01459288676102,ssp585
2090,KS,227.15700646393154,ssp585
2091,KS,238.23295498814954,ssp585
2092,KS,237.9864191073653,ssp585
2093,KS,234.04996546666825,ssp585
2094,KS,233.74146936987347,ssp585
2095,KS,230.3016533432735,ssp585
2096,KS,234.2445142216342,ssp585
2097,KS,230.8674354443391,ssp585
2098,KS,237.48004983353215,ssp585
2099,KS,238.17264250310467,ssp585
2100,KS,234.3173895463643,ssp585
1950,ID,115.5293052922481,ssp585
1951,ID,110.0059221469796,ssp585
1952,ID,114.06075645493206,ssp585
1953,ID,111.28790971877737,ssp585
1954,ID,110.91953074955545,ssp585
1955,ID,115.97046223213844,ssp585
1956,ID,111.7603048844986,ssp585
1957,ID,111.17611271945553,ssp585
1958,ID,114.0796862323422,ssp585
1959,ID,116.37497555881747,ssp585
1960,ID,111.99621119481445,ssp585
1961,ID,116.08767292175735,ssp585
1962,ID,111.72287070074829,ssp585
1963,ID,107.02429622385637,ssp585
1964,ID,110.03293387329201,ssp585
1965,ID,108.5576968968439,ssp585
1966,ID,112.29995503714603,ssp585
1967,ID,111.42613784907739,ssp585
1968,ID,110.10696957926609,ssp585
1969,ID,106.23022096845833,ssp585
1970,ID,103.40371905384606,ssp585
1971,ID,108.02593594693322,ssp585
1972,ID,111.9076628086168,ssp585
1973,ID,105.47537770444107,ssp585
1974,ID,115.58394732102104,ssp585
1975,ID,115.80875894841706,ssp585
1976,ID,109.17194193352341,ssp585
1977,ID,118.00529334033195,ssp585
1978,ID,110.19275519570195,ssp585
1979,ID,113.33326410699426,ssp585
1980,ID,114.87746674067631,ssp585
1981,ID,114.70832061708103,ssp585
1982,ID,116.03453131631174,ssp585
1983,ID,105.54664881284597,ssp585
1984,ID,113.70551101684276,ssp585
1985,ID,116.30288794758634,ssp585
1986,ID,113.4180680142012,ssp585
1987,ID,112.35388173093733,ssp585
1988,ID,109.75260956434273,ssp585
1989,ID,114.51094374084502,ssp585
1990,ID,118.24844087307888,ssp585
1991,ID,120.15052433008307,ssp585
1992,ID,113.58740668811672,ssp585
1993,ID,107.01134001013696,ssp585
1994,ID,117.86731553916674,ssp585
1995,ID,113.01453445428228,ssp585
1996,ID,123.39743349801272,ssp585
1997,ID,119.11795140674388,ssp585
1998,ID,120.90145039106746,ssp585
1999,ID,121.88920642873069,ssp585
2000,ID,121.25790703632548,ssp585
2001,ID,121.4442104787794,ssp585
2002,ID,125.85496537255742,ssp585
2003,ID,121.90952077057233,ssp585
2004,ID,127.30024429157197,ssp585
2005,ID,128.57667045455335,ssp585
2006,ID,126.2385369330845,ssp585
